报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.4,0.72,0.58,0.67,0.58,0.42,--,--,
每股净资产(元),--,--,--,2.38,1.87,1.46,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.81,0.77,0.81,--,--,
主营业务收入(万元),191507,124910,56330,34435,32614,29220,12288,11695,
主营业务利润(万元),50563,28520,14879,9613,8911,7567,3322,3253,
营业利润(万元),18361,9686,4757,3714,3330,2643,383,574,
投资收益(万元),48,254,254,-0,21,-3,30,5,
营业外收支净额(万元),-114,-60,-0,790,660,321,291,110,
利润总额(万元),18247,9626,4757,4504,3990,2964,674,684,
净利润(万元),17007,8680,4386,4032,3492,2523,683,682,
净利润(扣除非经常性损益后)(万元),15712,7478,4021,3639,3491,3159,507,660,
经营活动产生的现金流量净额(万元),22315,-893,-12284,4882,4617,4846,1596,544,
现金及现金等价物净增加额(万元),14518,16869,-4178,5244,3092,1894,-922,1623,
总资产(万元),205416,100291,61425,27532,19636,15196,8633,10353,
流动资产(万元),185280,91149,55416,26171,18504,14531,8144,9793,
总负债(万元),75083,55455,24588,13263,8435,6424,5649,6052,
流动负债(万元),74771,54762,24022,12762,8434,6244,5449,5992,
股东权益不含少数股东权益(万元),130333,44836,36836,14269,11201,8772,2984,4301,
净资产收益率加权(%),29.58,21.38,14.56,32.51,33.7,46.73,19.64,17.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
