报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.3,0.38,0.44,0.42,0.39,--,--,
每股净资产(元),--,--,--,2.29,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.24,0.04,--,--,
主营业务收入(万元),152340,139877,133949,123384,112759,91403,68800,
主营业务利润(万元),48214,48529,45553,42420,38008,26347,15450,
营业利润(万元),16040,19377,20540,19702,18057,12300,5266,
投资收益(万元),1012,948,98,207,32,1,--,
营业外收支净额(万元),1576,2895,3227,1882,996,265,157,
利润总额(万元),17616,22272,23767,21584,19053,12565,5422,
净利润(万元),14253,18071,19442,17567,15063,10519,4616,
净利润(扣除非经常性损益后)(万元),11433,14266,16183,15808,12680,9176,4483330,
经营活动产生的现金流量净额(万元),-339,6356,13676,9967,1643,-1645,4662,
现金及现金等价物净增加额(万元),1113,6375,16632,12276,4956,3898,-8756,
总资产(万元),257436,233465,172866,125394,138525,97521,62244,
流动资产(万元),188948,151461,130965,81621,94389,67967,43848,
总负债(万元),90042,78394,33092,28642,59340,46548,35388,
流动负债(万元),76452,77589,32236,27737,45922,38957,35388,
股东权益不含少数股东权益(万元),167466,155093,139774,96752,79186,50973,26856,
净资产收益率加权(%),8.83,12.23,17.55,19.97,25.15,27.81,18.79,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
