报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.45,0.54,0.37,0.25,0.54,0.42,0.47,0.8,0.66,0.3,0.26,0.22,0.12,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.62,3.06,2.86,2.61,2.48,2.36,2.4,2.48,2.46,2.35,1.48,1.45,1.41,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.77,0.98,0.72,-0.33,1.8,0.56,0.71,0.37,0.2,0.44,0,--,--,
主营业务收入(万元),403025,358302,253497,243833,233581,210916,180270,166627,141369,116606,93497,60175,46163,47918,37298,29959,26118,26257,22767,22103,25576,
主营业务利润(万元),185969,163981,118661,107573,101217,95358,67174,68745,45553,32616,22012,13504,11445,8943,8409,7468,6676,6827,6431,5601,5170,
营业利润(万元),47476,40093,22755,16857,17135,12806,10094,14777,11512,6065,4690,3986,3361,2155,2073,2249,2067,2790,2708,2587,76,
投资收益(万元),1777,1576,292,133,-50,-18,--,-606,--,--,-56,-129,-480,-1020,-194,-177,-184,2,-63,--,--,
营业外收支净额(万元),1855,1807,1160,1627,1509,2194,1218,491,703,-24,652,302,--,-96,-63,-143,-77,-213,0,4,--,
利润总额(万元),49330,41899,23915,18484,18643,15000,11312,15268,12214,6041,5342,4289,3367,1231,2115,2001,1902,2730,2734,2905,805,
净利润(万元),40430,35037,16352,11084,7504,5914,6556,11224,9213,4165,3572,3115,1739,308,1109,1555,1513,2175,2183,2170,773,
净利润(扣除非经常性损益后)(万元),36326,30919,15324,9655,6014,4054,5632,11438,8670,4195,2722,2829,1572,198,845,1592,1475,2374,0,--,--,
经营活动产生的现金流量净额(万元),38191,44855,-15453,79712,33575,891,-1469,-4235,10720,13738,10065,-4633,25252,7812,9878,5185,2808,6166,6046,--,-1079,
现金及现金等价物净增加额(万元),24691,16958,-15525,56286,42091,-1363,-1194,-183,-86,3770,-1727,-11280,8789,3315,-6944,-4964,-9004,20402,336,--,5563,
总资产(万元),627330,547866,288740,320431,280250,224351,185726,169056,144867,129009,117913,111413,100533,80675,66514,64404,57029,59392,38559,41203,34130,
流动资产(万元),361618,287194,212720,247564,206597,152707,120184,111351,89106,75353,69382,56371,55851,31388,23082,29372,34376,--,0,23343,15607,
总负债(万元),297924,272273,117663,159709,125970,157611,123282,106711,94174,86170,77839,74911,65746,46739,32451,29749,22528,26544,23757,26728,19980,
流动负债(万元),282070,255281,116331,158471,124478,155289,120644,93293,87032,73495,67359,68701,65541,38249,31753,28333,21673,--,0,25158,8425,
股东权益不含少数股东权益(万元),328857,275051,171078,160722,154280,66741,62444,62345,50693,42838,40074,36502,34787,33012,33664,34655,34500,32848,14802,14475,14149,
净资产收益率加权(%),12.98,14.91,9.84,7.05,10.83,9.16,10.46,19.93,19.42,9.88,9.33,8.77,4.99,0.92,3.25,4.48,4.45,11.67,0,14.24,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
