报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.82,-0.98,0.06,0.08,-0.05,0.15,0.21,0.26,0.26,0.25,0.01,0.01,0.29,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.13,2.89,2.61,2.66,2.74,3.51,2.6,2.41,2.13,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-2.66,-1.05,0.8,-0.12,-0.38,-0.1,-0.29,0.05,0.19,
主营业务收入(万元),93240,168994,131069,136959,107771,153769,269245,224029,257835,197551,113243,105812,124287,90953,61385,52221,43405,
主营业务利润(万元),-5951,2050,32274,29121,16912,38218,43630,38088,31836,17787,-3510,9600,14244,11014,9342,8809,7630,
营业利润(万元),-49944,-61348,6421,3835,-5173,4169,8024,8383,7052,6394,-12748,554,10898,7515,6842,6223,5502,
投资收益(万元),20433,16,2170,-1721,502,1583,-38,36,-47,-73,-97,4879,2118,818,1025,320,53,
营业外收支净额(万元),323,-278,-389,1030,1205,1098,163,2734,2192,918,18868,483,--,-358,--,--,--,
利润总额(万元),-49621,-61626,6032,4865,-3968,5268,8187,11117,9244,7312,6120,1037,11421,8216,7516,6466,5538,
净利润(万元),-47533,-57042,3363,4159,-1843,3853,5410,6587,6492,6252,271,225,7390,5415,5291,4288,3946,
净利润(扣除非经常性损益后)(万元),-68533,-59174,-314,1358,-8947,-7510,-6836,-3186,-1127,2592,-17180,-2718,6891,5310,5315,4297,3954,
经营活动产生的现金流量净额(万元),31259,15075,-5767,7428,31899,6633,-33523,-45133,-66911,-26372,20151,-3085,-9569,-1752,-3504,593,2235,
现金及现金等价物净增加额(万元),33044,-9596,-10962,-19545,25493,4765,-11816,2736,18507,-1382,-2319,7083,-12743,19359,1219,2493,1211,
总资产(万元),562391,722095,731250,692411,526620,548597,585616,496281,448209,312037,225185,185792,159177,117457,81456,64827,53132,
流动资产(万元),359049,400573,389856,353135,364516,387719,433480,400705,347709,222301,159032,129550,103289,100144,64723,50956,39613,
总负债(万元),272358,390201,342012,305026,346575,441490,480060,397597,367687,237946,158218,117691,86712,53929,49867,35502,27107,
流动负债(万元),217049,345565,302546,269236,296879,328662,405002,387128,347991,218893,157718,109191,83712,53929,49867,34801,25662,
股东权益不含少数股东权益(万元),280824,329277,386325,382972,173426,94776,92133,87983,78951,72876,65849,67006,69038,63127,31207,28914,25586,
净资产收益率加权(%),-15.61,-15.94,0.87,1.41,-1.23,4.12,5.93,8.01,8.58,9.06,0.4,0.33,11.16,15.64,17.9,15.88,16.11,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
