报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.6,0.43,0.28,0.33,0.2,0.32,0.05,0.16,0.1,0.08,0.04,0.28,0.64,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.6,1.5,1.44,2.54,4.6,2.65,5.12,5.02,5.26,4.75,1.21,1.1,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.12,0.71,0.08,-0.78,-1.72,0.67,0.69,-0.39,1,0.31,0.14,0,0,
主营业务收入(万元),1969731,1324560,953799,1426930,773124,735020,304984,308101,178946,181984,82496,107616,68851,44892,39466,35409,42474,48480,47323,37113,26273,
主营业务利润(万元),440594,299042,185894,175498,158239,136128,51300,61691,35450,21150,13420,22241,14511,10215,8859,7570,9159,10262,12526,9124,5298,
营业利润(万元),278161,176819,95533,109172,69075,82639,11440,28606,9860,4123,3123,14377,18581,3279,2697,2195,4754,4243,5624,4026,2931,
投资收益(万元),49521,28831,-4274,21895,-1437,3710,-150,508,2543,2737,1148,1075,12298,140,-173,-134,80,0,0,0,0,
营业外收支净额(万元),233,-1816,-104,896,-108,278,193,667,136,3584,134,-646,-75,-6,-37,-7,-3,0,0,0,0,
利润总额(万元),278394,175003,95429,110068,68967,82917,11633,29273,9996,7707,3257,13730,18506,3568,2610,2054,4832,4238,5594,3984,2961,
净利润(万元),143208,101665,66942,77675,46850,61541,3398,11780,7374,5619,2866,11090,10535,2998,2051,1620,4128,3510,4725,3329,2961,
净利润(扣除非经常性损益后)(万元),132446,72961,64050,60230,46825,56931,3182,11205,6523,1188,2755,11541,4782,2916,1926,1397,4130,3514,0,0,0,
经营活动产生的现金流量净额(万元),46812,682918,174110,127732,15761,-58119,-114286,77214,8316,51085,5472,-31360,-34371,10782,5500,-3121,8005,2498,832,0,0,
现金及现金等价物净增加额(万元),-168683,219625,67777,34919,-97260,125616,-29442,19272,-18165,41434,-39405,24288,47221,-236,1889,-9530,1524,20979,-1552,0,0,
总资产(万元),7251175,5886204,3755949,3049869,2677151,2329556,1180854,910521,585166,544829,398490,322337,255979,95996,82495,72401,70955,51008,22426,19758,16104,
流动资产(万元),6435021,5294151,3316110,2921132,2605157,2280676,1129194,857510,528669,493355,350478,305536,239138,60384,50195,45745,47680,0,--,0,0,
总负债(万元),5746190,4734972,2979388,2293555,2053119,1714275,989828,703942,420469,393083,275067,198263,138050,52778,40963,32103,28837,13018,15189,13166,10637,
流动负债(万元),4999708,4060434,2013010,1601680,1397974,1357140,629011,638515,337729,327367,178700,143783,120450,52778,40963,32103,28665,0,--,0,0,
股东权益不含少数股东权益(万元),913564,827012,747677,676753,614490,589300,127815,125901,114879,108225,103367,101444,91964,42391,40990,40139,42118,37990,7237,6592,5423,
净资产收益率加权(%),16.57,12.94,9.91,12.05,7.9,14.37,2.67,9.79,6.61,5.29,2.37,15.58,17.64,7.19,4.92,3.94,10.01,16.29,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
