报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.88,0.62,0.3,0.46,0.5,0.36,0.3,0.29,0.27,0.46,0.35,0.45,0.64,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.35,3.68,2.92,2.72,4.06,1.98,2.08,1.59,1.52,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.21,0.21,0.28,0.17,-0.64,0.4,0.16,0.05,0.33,
主营业务收入(万元),255144,218720,180413,155529,132309,101511,88530,81076,63103,50595,38963,43949,33466,24098,15833,9988,6809,
主营业务利润(万元),75783,68360,61254,57985,46805,34541,27178,23955,19631,16117,12221,14811,10756,7880,5099,3435,2266,
营业利润(万元),34357,25842,13695,19221,18451,11769,8678,8466,6444,6721,5475,7357,5748,4152,2720,1959,1093,
投资收益(万元),1340,1441,1163,859,743,423,222,118,53,102,138,-52,3,4,-43,0,0,
营业外收支净额(万元),3806,323,1250,2646,1657,803,1817,1818,2384,912,168,136,191,32,0,0,0,
利润总额(万元),38163,26165,14945,21867,20108,12572,10495,10284,8828,7633,5643,7493,5940,4188,2683,1940,1113,
净利润(万元),33170,23482,11326,16854,16681,11112,9361,8888,7548,6696,5025,6537,5286,3504,2482,1713,939,
净利润(扣除非经常性损益后)(万元),25327,21637,9127,15074,15353,10427,7814,7353,5537,5874,4863,6425,5262,3479,2477,1710,920,
经营活动产生的现金流量净额(万元),60951,10436,2869,8531,12370,4845,-2713,1457,6588,3067,3985,2479,-5447,2547,678,210,898,
现金及现金等价物净增加额(万元),-3006,-16168,13662,-15502,16279,2010,-6084,-2438,18598,2795,-1545,-1287,7688,-1684,1256,755,510,
总资产(万元),481622,457731,448776,415757,333884,250577,209072,182002,158984,120645,85252,71759,56228,26651,24558,16411,9981,
流动资产(万元),313928,295680,289855,247771,197365,169881,131670,111940,101737,70356,50942,48128,43401,19110,19538,12046,6837,
总负债(万元),184975,175567,181667,137816,129244,125167,92316,72014,56031,64576,41219,32166,21876,14074,15830,9746,5821,
流动负债(万元),170123,159095,173858,129503,121591,117106,84309,63074,41319,46678,32095,28210,18344,11152,13330,7706,3761,
股东权益不含少数股东权益(万元),292160,275516,260480,265104,199555,125410,116756,109853,102809,54294,42061,39196,34352,12577,8727,6665,4161,
净资产收益率加权(%),11.73,8.73,4.26,7.54,10.27,9.18,8.28,8.36,10.58,13.9,12.48,17.91,17.29,32.83,32.55,30.58,25.43,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
