报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.05,-1.54,-0.57,0.21,0.22,0.48,0.16,0.14,0.14,0.14,0.01,0.01,-0.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,0,1.71,1.52,1.39,1.36,1.39,1.69,1.66,1.95,2.49,2.47,2.76,1.88,1.7,1.72,2.47,2.56,2.54,2.69,3.73,3.72,1.16,1.2,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0,-0.02,-0.07,-0.01,0.04,0.07,-0.01,0.09,0.04,0.05,0.03,-0.02,0.02,0.06,-0.15,--,--,--,--,0,--,--,--,
主营业务收入(万元),289400,362649,296916,348499,197616,115560,210379,201967,132154,115572,121819,134939,149192,139178,123198,77148,90554,61663,45091,55229,53268,49916,41984,30160,30367,26574,15389,6274,5426,5066,
主营业务利润(万元),55326,49559,67330,85830,59691,38071,22564,28531,20497,17187,22439,26086,26274,26342,28993,14593,12326,13594,7055,16644,21449,17625,830,1124,930,2595,1792,690,0,0,
营业利润(万元),31721,-169293,-79936,41551,31709,21985,10883,11307,10944,12318,4129,4453,-21167,-5221,271,-8743,-6869,-3135,-4577,1018,8543,7529,2418,2251,2248,0,1849,112,0,63,
投资收益(万元),77502,67,113,-112,200,--,18277,11046,12990,23507,9793,8953,11037,7022,4549,12180,8495,4429,13227,9501,2252,2811,2032,2603,2414,1515,1505,258,0,0,
营业外收支净额(万元),-30926,-26229,3801,1096,953,369,1927,866,484,-1184,-2018,--,--,574,402,639,46,0,101,81,-378,0,0,0,0,-503,-496,--,--,--,
利润总额(万元),795,-195522,-76135,42648,32661,22354,12810,12173,11427,11134,2111,1476,-20697,2498,5460,4102,1818,2004,8894,10718,10598,10317,7775,4816,4542,4135,2858,1053,151,42,
净利润(万元),6686,-198067,-73503,27410,28012,19098,11938,10488,10295,10806,1032,409,-21176,2235,3517,3305,2160,1531,7805,7667,7505,6899,6143,4083,3927,3343,2733,0,176,42,
净利润(扣除非经常性损益后)(万元),-21979,-177179,-71487,6591,23450,18428,7765,8563,7062,-2763,-1622,4471,-22806,440,2224,-4517,1755,2632,7011,4609,6867,--,--,--,--,--,0,--,--,--,
经营活动产生的现金流量净额(万元),14476,4689,-33029,-126974,-114775,-7822,-963,4197,-1237,-5183,-833,2740,4913,-863,7146,2306,2183,1282,-805,562,2225,-5458,--,--,--,--,0,--,--,--,
现金及现金等价物净增加额(万元),11269,-26312,-94936,19430,58213,23222,-4371,-7373,9459,-9498,-901,-1751,-164,-440,6692,614,-896,-185,12631,6895,-4178,8975,--,--,--,--,0,--,--,--,
总资产(万元),541715,560203,925036,1075432,640621,421617,216694,216509,215217,172319,188609,206337,215151,232241,242267,214540,215864,236075,219123,164974,154570,149141,122034,94304,72590,56284,45478,27680,14888,11414,
流动资产(万元),293166,271699,462850,582507,410672,319234,101343,107404,118111,83468,97099,104728,111074,127637,132665,126191,128112,135203,0,0,0,124335,101124,75319,59316,45113,37910,22663,11169,7959,
总负债(万元),510381,538739,708191,777882,349926,158592,58527,67733,80593,51807,77806,96875,103643,96444,105256,82308,87371,108066,90655,90840,84338,79251,61791,53972,36308,21050,20284,1082,12441,8888,
流动负债(万元),421662,478916,500685,498908,245661,140940,57193,65881,78414,46686,67976,90484,100995,94860,102998,79318,84417,105792,0,0,0,68525,56728,50815,33338,18483,19097,8476,10535,7001,
股东权益不含少数股东权益(万元),31334,21464,216845,297549,290696,263024,148686,139911,129115,114562,104679,102955,104940,127400,125451,122615,120307,119599,121580,70560,63705,64490,57768,39318,35374,34109,24871,18121,2427,2526,
净资产收益率加权(%),26.98,-168.12,-28.94,9.31,8.34,44.13,8.29,7.8,8.45,9.85,0.99,0.39,-18.58,1.77,2.83,2.72,1.8,1.27,7.1,11.35,0,11.32,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
