报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.71,0.13,0.19,0.18,-0.88,-0.19,0.06,0.11,0.69,1.1,0.8,2.3,1.64,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.25,4.29,4.71,5.86,3.86,3.71,3.09,5.74,4.64,4.27,3.36,3.48,3.37,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.93,1.86,1.76,4.39,2.63,0.5,0.45,1.61,1.23,1,0.71,0.42,0.46,--,--,--,
主营业务收入(万元),1761784,1883478,1889915,1690232,1755822,2396712,2568720,2798500,3069907,1690263,1076191,1200610,848445,195158,164160,122955,80628,71671,63921,53886,46235,41292,41699,39484,
主营业务利润(万元),213561,187336,411355,348612,110765,266535,187425,210285,320557,283301,176636,257070,220949,83262,83179,60301,31437,25084,20349,17350,16861,14922,14940,13694,
营业利润(万元),100758,48688,105774,-66370,-185089,-28609,-4946,35754,143866,155703,82103,160028,160639,65915,71342,51668,23968,16763,13131,11312,9606,9457,9743,9811,
投资收益(万元),57942,40914,11993,85720,-3172,5690,12037,10974,-4078,8639,-2219,2270,763,-3167,-276,75,-39,-451,364,780,420,6,0,6,
营业外收支净额(万元),5332,-10102,-20676,5440,9276,5145,16480,947,-2004,-3556,7561,720,--,-392,-404,-419,-134,-573,-43,-264,319,-13,0,0,
利润总额(万元),106090,38586,85099,-60929,-175813,-23464,11533,36701,141863,152147,89664,160749,162248,62356,70670,51561,23842,15858,13664,11827,11165,9449,9594,9810,
净利润(万元),134549,23886,36809,34214,-167269,-36653,11696,20153,115058,115884,59947,114954,81935,40243,47249,34350,16290,11232,9899,9565,7749,6331,6428,6573,
净利润(扣除非经常性损益后)(万元),-156979,-227928,49515,35790,-174143,-40581,-372,18974,108648,120363,60207,113639,62587,42081,47509,34633,16121,12153,9492,7575,6609,--,--,--,
经营活动产生的现金流量净额(万元),13116,42184,109599,61127,-73598,75285,143641,166767,324557,195011,132081,219571,131490,25192,22472,40214,30847,25106,16194,9644,5854,--,--,--,
现金及现金等价物净增加额(万元),8659,-1890,5097,-39136,51983,-52284,-15477,106913,-58538,71905,-461,49956,11642,17114,-24912,-5096,1824,31727,-4569,3296,6047,--,--,--,
总资产(万元),4939358,5346854,5393222,5176151,5043746,5113555,4341354,3970601,3007716,2466769,1895503,1544394,1133924,580846,323898,196935,155204,137023,101532,108982,103280,56489,44801,42666,
流动资产(万元),1581590,1865151,1813677,1608232,1462731,1559292,1090109,1013741,972919,805712,545348,411737,271556,167636,62295,52384,54948,52467,0,--,0,13883,11090,9582,
总负债(万元),4055753,4581578,4609687,4410823,4182900,4071654,3222301,2954686,2314883,1870526,1437015,1149553,791201,383483,167596,53420,39039,30148,24725,29456,26276,34872,30289,29147,
流动负债(万元),3629343,4094850,3752072,3416485,3148559,3114360,2472714,2325150,1687986,1178356,974005,873257,532168,197863,112528,33420,39039,30148,0,--,0,14133,8697,8159,
股东权益不含少数股东权益(万元),778175,608764,591229,566590,526384,686473,757663,738399,546138,449963,353195,292837,192794,185419,154487,143455,116106,106816,76749,79526,77005,21618,14512,13519,
净资产收益率加权(%),18.86,3.98,6.36,6.29,-27.75,-4.96,1.57,3.22,23.47,28.32,18.64,46.62,51.7,23.8,29.35,26.59,13.58,12.11,12.26,11.69,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
