报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.33,0.21,0.19,0.29,0.4,0.37,0.46,0.41,0.41,0.6,1.03,0.54,0.7,0.68,
每股净资产(元),--,--,--,--,--,--,--,--,3.64,5.3,7.79,3,2.75,2.23,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.16,-0.96,0.85,0.53,0.45,0.19,
主营业务收入(万元),697487,510461,409464,347930,360337,335354,335991,378600,348839,233697,153860,218656,202542,132740,
主营业务利润(万元),57108,44700,33364,43355,46190,40686,40137,43513,38384,29576,27216,22966,22270,17686,
营业利润(万元),27473,16553,14778,17473,14795,14462,14396,15137,14076,14869,13091,7304,11341,11111,
投资收益(万元),425,82,1049,187,557,148,118,14,-370,151,125,-21,575,2200,
营业外收支净额(万元),-199,-355,-84,4487,10408,9243,4931,3110,1192,322,-7,-62,--,-78,
利润总额(万元),27275,16198,14694,21960,25204,23705,19328,18247,15269,15191,13085,7242,11199,11033,
净利润(万元),19404,11285,10184,15533,18110,16648,13863,12502,12477,11972,10874,5418,7021,6785,
净利润(扣除非经常性损益后)(万元),16445,8365,6836,12345,12829,9966,10478,10808,12294,11745,10733,5465,6712,6817,
经营活动产生的现金流量净额(万元),57605,-13193,22410,38564,21115,46756,36656,25608,-4864,-19338,11452,5292,4493,1942,
现金及现金等价物净增加额(万元),22178,-863,5044,-3582,6394,-1383,-3774,-6379,-5823,-9395,44071,-1032,397,710,
总资产(万元),394509,381580,324011,307170,304840,277792,260578,257967,254178,196478,149740,82770,83831,63333,
流动资产(万元),233322,213318,159307,151276,153953,139839,145226,149358,163702,129796,104685,55020,59160,48860,
总负债(万元),237531,240203,184483,167229,172043,150942,140394,140483,140588,86626,45393,52772,56336,40967,
流动负债(万元),222937,222907,163497,143095,158879,136045,139268,139244,139267,82084,37946,52741,55223,40903,
股东权益不含少数股东权益(万元),148028,133711,132779,133797,127611,122111,115713,112710,109670,106447,104347,29998,27487,22298,
净资产收益率加权(%),13.75,8.44,7.61,11.85,14.57,14.06,12.28,11.41,11.63,11.52,22.76,17.94,33.47,34.99,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
