报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.13,0.1,-0.33,0.13,0.15,1.25,1.52,1.57,1.33,1.32,0.59,0.12,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.27,4.02,2.71,2.11,3.07,2.99,2.9,2.86,2.79,2.76,3.12,3.17,2.37,2.17,3.52,3.16,3.07,2.88,3.36,1.73,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.58,0.34,0.58,1.04,0.37,0.2,0.23,1.13,-0.19,0.54,0.82,0.92,0.28,-0.55,--,--,--,--,--,--,
主营业务收入(万元),258181,208540,152518,154883,176417,228276,211027,232039,243172,212687,152942,201500,181336,138121,101056,95632,88363,151382,126720,103709,64968,65521,87032,118093,88439,97055,99315,--,
主营业务利润(万元),41173,28420,19362,16933,20673,22367,52992,58278,56179,64859,38739,47656,47649,32441,18318,25535,21138,29126,27493,22000,11762,15130,3970,5877,4091,3087,2675,--,
营业利润(万元),6677,6960,-30632,13231,11381,101586,142370,131333,114029,91088,37957,16820,16404,-3461,-19279,-10896,-11991,-13684,-2706,5745,9143,1346,7132,6573,4851,0,3740,--,
投资收益(万元),34011,27226,12643,48678,47866,133380,134359,124298,110686,75120,44690,27598,17792,15897,20058,19141,15483,-727,1473,7882,4708,4938,707,1016,1387,1850,117,--,
营业外收支净额(万元),1828,955,529,2336,4141,10992,4671,1395,619,1932,8307,5966,970,-594,-170,-320,177,0,-116,-17,1167,0,0,0,0,0,0,--,
利润总额(万元),8505,7915,-30103,15567,15522,112578,147041,132728,114648,93021,46264,22786,17373,12043,895,8046,3669,-16654,-719,14253,15450,8534,8107,7552,6160,5547,4502,--,
净利润(万元),10673,8127,-28125,11015,12982,106552,129227,111191,94406,71727,32403,6287,3751,4772,2135,3982,1796,-18291,2036,13443,13181,6153,7219,6382,5171,4896,3818,--,
净利润(扣除非经常性损益后)(万元),-29530,-4696,-39687,12394,9140,101259,125212,109911,94635,66522,25658,275,2887,3936,-1998,4181,2332,-9927,-2879,12181,2378,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-6720,19250,-13405,-13871,13743,3362,32280,37147,41297,18488,31880,56460,19984,11087,12333,61394,-10316,29211,44669,50072,13070,-25449,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-20078,35131,-12958,-21754,-2890,-4586,-73582,57828,-63454,25041,-12594,-6229,38222,8833,3282,46857,2311,-8148,-29450,91021,10086,-1742,--,--,--,--,--,--,
总资产(万元),1060028,1069222,966293,982228,1021163,1070677,951581,923546,811665,867046,775219,782391,768833,666015,623332,618720,555823,534797,537727,354502,227365,164938,124617,100109,80786,59010,54380,32166,
流动资产(万元),331058,269478,203719,164845,202221,231604,195421,256972,219523,277915,223027,242820,282788,196875,197492,191076,167069,0,0,--,0,98322,66367,58952,44474,37606,36448,17905,
总负债(万元),378214,401570,297705,275768,338904,381403,375229,462494,450607,589009,572255,612398,548366,452160,399338,392767,349037,331873,316771,143547,116753,63933,54301,36645,42596,29496,29761,22439,
流动负债(万元),364205,368378,266643,258933,327889,313817,288353,363638,313999,398139,390779,399903,326304,252124,251517,279877,223208,0,0,--,0,52571,44233,31738,39195,26355,27244,17987,
股东权益不含少数股东权益(万元),621144,605163,609156,656211,631974,630320,522048,403457,302902,219405,147678,115275,167188,163156,158325,156132,152033,150449,170157,172921,110434,100995,70240,63021,38189,29514,24618,9727,
净资产收益率加权(%),1.72,1.33,-4.45,1.72,2.06,18.72,28.49,31.56,35.41,39.08,24.65,3.84,2.26,2.97,1.36,2.58,2.27,-11.45,0,0,0,6.56,--,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
