报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.06,0.05,0.11,0.29,0.33,0.31,0.32,0.3,0.36,0.39,0.32,
每股净资产(元),--,--,--,--,--,2.66,2.36,2.03,1.73,1.38,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.42,0.72,0.18,0.57,0.36,--,
主营业务收入(万元),254948,209830,205512,215908,204026,187047,173589,131363,131013,107286,85734,
主营业务利润(万元),32656,27164,32216,46159,37332,30850,27639,22354,21306,22806,16674,
营业利润(万元),3279,5038,13914,24881,16177,14218,13678,12930,14336,15973,12389,
投资收益(万元),1189,-461,29,--,43,--,--,--,--,--,--,
营业外收支净额(万元),2735,31,-86,-382,1700,788,1898,1075,1008,424,41,
利润总额(万元),6014,5068,13827,24499,17877,15006,15576,14005,15344,16397,12430,
净利润(万元),5346,4267,9252,18269,13179,11107,11575,10918,12790,13899,11652,
净利润(扣除非经常性损益后)(万元),1273,3082,7536,18391,11872,10516,10153,10051,--,--,--,
经营活动产生的现金流量净额(万元),31083,9501,26161,36506,13188,15213,25988,6602,20610,13000,4909,
现金及现金等价物净增加额(万元),7321,-2025,3209,-2225,-3988,3536,-2669,-2108,9272,2840,-1044,
总资产(万元),471134,367111,325340,267801,249142,234133,187336,148463,113280,80971,66591,
流动资产(万元),212024,147729,139443,119178,118035,109413,92269,82421,83266,60685,48333,
总负债(万元),282180,180339,138537,111160,107499,136896,101057,73572,49409,31443,31259,
流动负债(万元),227675,163456,130792,103364,94525,121305,93763,60567,49164,31443,31259,
股东权益不含少数股东权益(万元),183659,179498,179412,154526,140447,95905,84797,73224,62306,49528,34357,
净资产收益率加权(%),2.94,2.38,5.34,12.42,10.68,12.29,14.65,16.11,22.87,33.22,38.47,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
