报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.11,-0.65,-1.94,0.02,-0.08,0.21,0.13,0.09,0.11,0.08,-0.25,0.21,0.46,0.36,0.23,
每股净资产(元),--,--,--,--,--,--,--,--,2.12,2.02,1.95,2.95,1.68,1.23,3.95,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.19,0.49,0.28,-0.36,0.88,0.07,1.2,
主营业务收入(万元),46777,71858,76068,71721,65443,69104,68033,64073,74344,76918,61580,72767,79297,62531,55678,
主营业务利润(万元),9833,12777,16931,17699,12135,13912,11603,10476,11079,12395,7176,13270,15072,11417,6919,
营业利润(万元),867,-14382,-52405,364,-2771,957,2457,1727,2172,1511,-4360,2328,4593,3482,1910,
投资收益(万元),-33,-2478,2459,1449,-9,-122,809,507,1050,307,-119,2,--,--,--,
营业外收支净额(万元),945,-358,242,596,96,3493,-136,55,-65,111,38,324,-16,-3,-75,
利润总额(万元),1811,-14740,-52163,960,-2676,4450,2322,1782,2107,1622,-4322,2652,4576,3479,1835,
净利润(万元),2853,-17249,-51348,514,-2165,3313,2007,1354,1673,1207,-3841,2169,4114,3029,1633,
净利润(扣除非经常性损益后)(万元),1915,-14971,-53902,-1003,-2303,812,1812,615,700,794,-3789,1989,--,--,--,
经营活动产生的现金流量净额(万元),-1850,5496,-7327,4335,-1071,2583,2963,-3918,2915,7711,4441,-4364,7939,588,8897,
现金及现金等价物净增加额(万元),6231,-6383,-7941,-4256,6252,-1841,3147,-2870,-4405,-1478,-2612,9131,6232,-50,3949,
总资产(万元),58460,36451,64259,99281,86147,68813,49291,46647,55321,61504,62733,69624,52995,41806,36921,
流动资产(万元),25065,19449,36965,42581,46729,39963,35566,31817,39140,45267,45417,50418,34727,26640,21553,
总负债(万元),55545,71142,80725,64963,53073,33384,16016,13760,22199,29989,32385,34233,37840,30738,30053,
流动负债(万元),55416,70987,79044,61051,50802,31159,16016,13693,22174,29989,32385,33959,36710,29754,30053,
股东权益不含少数股东权益(万元),2681,-34690,-16598,33969,32757,35130,33275,32888,33122,31514,30348,35391,15155,11042,6869,
净资产收益率加权(%),8.54,--,0,1.54,-6.4,9.77,6.09,4.12,5.18,3.9,-11.72,9.13,31.4,32.39,30.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
