报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.48,0.53,0.89,0.88,0.79,0.64,0.66,0.55,
每股净资产(元),--,--,--,4.76,3.88,2.85,2.21,1.55,
每股经营活动产生的现金流量净额(元),--,--,--,1.03,0.52,0.3,0.33,0.41,
主营业务收入(万元),56037,48690,33776,27312,24776,21149,19604,17568,
主营业务利润(万元),18661,15872,12469,9937,9026,7454,6592,5709,
营业利润(万元),5937,6847,6058,4621,4116,3300,3242,2904,
投资收益(万元),278,579,246,--,--,--,--,--,
营业外收支净额(万元),264,163,70,388,30,8,226,7,
利润总额(万元),6201,7010,6128,5009,4146,3308,3468,2910,
净利润(万元),5172,5735,5144,4157,3570,2868,2978,2491,
净利润(扣除非经常性损益后)(万元),4665,4998,4750,3832,3545,2861,2786,2485,
经营活动产生的现金流量净额(万元),6949,5206,2059,4863,2440,1329,1494,1836,
现金及现金等价物净增加额(万元),10473,-4316,10557,669,1125,-542,740,661,
总资产(万元),83428,77590,64534,30808,25222,20776,17671,14147,
流动资产(万元),54028,54410,50355,18688,16957,13162,10912,8641,
总负债(万元),28734,25492,17170,8058,6692,7838,7713,7167,
流动负债(万元),22406,20376,9239,7633,6474,7766,7648,7091,
股东权益不含少数股东权益(万元),52654,51017,46860,22547,18389,12825,9957,6979,
净资产收益率加权(%),9.93,11.53,13.57,20.31,24.16,25.17,35.17,55.54,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
