报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.04,-0.2,0.2,0.12,0.07,0.08,0.53,0.94,0.94,0.36,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.34,3.4,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.04,0.26,--,
主营业务收入(万元),162533,166438,206216,153116,177172,183727,176356,150903,138324,102291,76922,
主营业务利润(万元),33113,25827,51297,35835,36034,34966,37266,34465,27772,19350,11764,
营业利润(万元),2350,-15260,13534,5541,1621,2262,9719,13285,11961,4776,5120,
投资收益(万元),--,--,6679,--,--,--,0,0,--,--,--,
营业外收支净额(万元),405,51,462,1157,1077,653,1191,524,108,32,59,
利润总额(万元),2756,-15209,13995,6698,2698,2915,10909,13810,12068,4807,5178,
净利润(万元),1988,-11575,11378,3978,2504,2814,9233,11320,10154,3887,4481,
净利润(扣除非经常性损益后)(万元),-1374,-15084,4050,3519,1590,2297,8393,10886,10064,7213,2734,
经营活动产生的现金流量净额(万元),13909,13635,20569,12017,16945,-7556,2799,-1465,11257,2834,2951,
现金及现金等价物净增加额(万元),2256,-24099,12965,-2773,-5863,-7495,-17112,26482,9328,7286,3427,
总资产(万元),262525,267998,281152,229548,224277,239257,201141,179558,119364,84725,53539,
流动资产(万元),103671,120368,151123,122724,122097,143555,113951,114801,73372,54754,36685,
总负债(万元),154093,158955,157322,124984,126812,132018,95330,74475,69300,45115,29134,
流动负债(万元),149159,153848,152040,117675,113765,119146,88656,69040,68994,41315,29134,
股东权益不含少数股东权益(万元),99665,97677,109827,97901,94247,103743,102778,101440,46835,36681,23506,
净资产收益率加权(%),2.02,-11.13,11.01,4.14,2.56,2.76,9.06,16.91,24.32,13.83,22.09,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
