报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.3,0.43,0.25,0.2,-0.08,0.21,0.37,0.42,0.58,0.44,0.33,0.24,0.67,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.24,2.81,2.48,2.23,4.52,1.98,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.53,1.51,2.34,-4.26,-0.11,-0.03,0.54,0.44,
主营业务收入(万元),383498,316184,346468,419365,171954,168349,165775,196226,191441,215570,130999,94723,130670,46418,67272,44122,
主营业务利润(万元),86894,100615,67041,75196,11120,34023,46217,50875,54817,41727,30989,26510,37796,18370,19364,7858,
营业利润(万元),55412,83887,39757,58041,-4769,19267,34121,38097,44752,29639,21317,16045,33858,12534,15607,6401,
投资收益(万元),1281,471,859,-2064,-1271,-1488,-956,-1961,1885,3526,3332,1729,1000,1338,-1207,1161,
营业外收支净额(万元),188,-58,-30,211,806,1476,-190,-269,-212,-155,154,1068,--,0,0,0,
利润总额(万元),55600,83830,39727,58252,-3964,20742,33931,37828,44540,29484,21471,17114,33550,14292,14704,7628,
净利润(万元),23324,33606,18998,15140,-6440,13130,21938,24858,28824,21940,16629,11781,15221,9033,8471,5622,
净利润(扣除非经常性损益后)(万元),22846,32617,16807,13972,-8096,11627,20988,21628,28954,21984,16472,10897,14836,8752,7885,3908,
经营活动产生的现金流量净额(万元),97311,-110961,50447,185064,151696,42272,-90935,25328,-26308,75325,116800,-212412,-2810,-555,10041,8261,
现金及现金等价物净增加额(万元),1692,68056,-61081,25033,-12450,17466,-6944,36269,-36897,36552,56159,-115607,110317,-25897,17720,-12000,
总资产(万元),1307601,1155709,819786,818322,873502,856167,801444,710655,670701,696013,653873,539855,443054,235900,216094,187361,
流动资产(万元),1209170,1062976,751700,754939,814186,809407,753667,660475,625454,650155,613327,504998,410899,203438,191098,169331,
总负债(万元),927702,801291,486934,500220,553996,522105,554721,479819,456316,502275,474964,385596,304392,189026,173844,161762,
流动负债(万元),736867,636354,367019,410730,466197,306494,343498,335064,361542,356782,300173,233761,173643,141249,124415,133762,
股东权益不含少数股东权益(万元),340752,322841,294859,282011,272570,285186,198402,181252,161380,140036,123581,110941,112764,37025,29844,22000,
净资产收益率加权(%),7.03,10.9,6.6,5.46,-2.3,6.11,11.58,14.51,19.21,16.82,14.22,10.92,17.79,26.53,32.85,31.62,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
