报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),3.17,2.38,1.8,1.38,1.05,0.63,2.46,3.14,2.08,1.58,1.2,0.91,0.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.14,3.96,3.05,2.49,3.1,2.52,1.83,1.82,1.77,2.83,2.59,2.69,2.37,2.74,2.52,3.61,2.97,5.38,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.85,0.97,0.77,0.58,1.41,0.41,0.27,0.27,0.13,-0.05,0.36,0.06,0.21,0.18,--,--,--,--,--,--,--,
主营业务收入(万元),1581693,1305547,1039487,830400,690016,535344,1043112,1155635,842791,537087,437042,379838,292685,186938,145664,128225,117703,104480,99668,97873,101407,82673,106955,96435,71714,31711,22514,21268,13876,
主营业务利润(万元),1077566,851563,614195,433982,289043,220536,552128,687020,488667,328982,258908,224602,144965,90423,64225,58826,51434,46136,48407,49869,51416,39803,37540,29960,23998,79,1542,3143,2888,
营业利润(万元),611929,467698,342821,253998,193361,119235,467535,608936,403185,291690,215456,167623,106263,48578,15193,9578,10401,9753,11440,21775,16819,20639,37684,29994,24187,293,1546,3491,3224,
投资收益(万元),15471,9799,13832,22505,29825,14541,9035,37835,3789,35104,35682,17191,15879,798,-3292,72,326,275,940,359,471,-72,39,245,234,48,44,0,--,
营业外收支净额(万元),-1548,-1830,551,-1010,3346,2517,435,6271,1288,205,-275,-2267,70,-93,-146,77,-926,-426,-462,-31,-703,0,0,0,0,-227,0,0,-110,
利润总额(万元),610382,465869,343372,252988,196707,121752,467970,615207,404473,291894,215181,165356,106333,49282,11755,9727,9807,9702,12118,22142,23900,25020,37589,30087,24274,12318,8026,7145,4170,
净利润(万元),464199,348564,255794,192774,147298,87979,343782,439026,290503,220524,167334,126599,77337,33661,4618,4541,4184,5142,8510,16683,12574,16782,31873,24469,21109,10460,5889,7145,2255,
净利润(扣除非经常性损益后)(万元),460092,348317,253960,193735,144805,86130,343238,412299,289585,220414,167545,126019,68319,31951,4720,4464,4567,5175,8537,10706,11424,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),484162,429792,369341,262509,15279,130711,122659,478062,397257,135128,106736,81398,122883,35698,22535,22618,11342,-2720,17388,3065,10096,8579,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),38628,91656,362317,121928,-114849,-66174,-159257,379311,206979,14183,23364,25933,-33365,48074,3929,-19330,2471,18061,6960,-2432,5411,1552,--,--,--,--,--,--,--,
总资产(万元),2891997,2260493,1975576,1367404,1318167,1317082,1373429,1557298,1247723,802627,598269,509306,449186,341436,265023,250625,264684,246681,215378,203817,182351,178112,135287,106419,85761,68680,50418,38476,26800,
流动资产(万元),1631374,1549447,1426873,968489,937339,991959,1083196,1275212,885095,458901,300426,253204,250576,243142,172553,143670,165493,149625,0,0,0,97097,73015,52127,41569,32857,23250,16789,10617,
总负债(万元),936524,548072,444317,254940,281932,337749,309687,580212,525239,246391,171824,160024,178110,120726,109312,95365,113353,95339,86078,70693,65209,42582,53461,45213,35470,21958,26878,18314,12315,
流动负债(万元),678708,541548,436723,246339,271345,333345,306344,577205,524479,245526,171707,159863,177880,120673,107259,81812,100000,85286,0,0,0,41825,51926,44453,34326,18870,22865,15562,9121,
股东权益不含少数股东权益(万元),1940685,1696467,1517145,1103050,1027616,971310,1056808,970335,716892,551736,424806,347806,270438,219744,153896,153231,148910,148757,126743,131526,115822,134067,81825,61206,50291,46723,23540,20162,14484,
净资产收益率加权(%),25.5,21.81,20.3,17.79,14.74,7.99,33.15,46.88,41.68,41.21,38.78,41.48,31.68,19.38,2.98,3.01,--,--,6.37,13.6,0,13.7,--,--,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
