报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.24,0.53,0.32,0.1,-0.04,0.02,0.02,0.01,0.18,0.3,-0.41,-1.29,-0.45,--,--,--,--,
每股净资产(元),--,--,--,--,1.05,--,--,--,1.45,1.27,-0.58,-0.17,1.12,3.15,2.15,1.8,1.52,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.07,1.64,0.17,0.08,-0.92,-0.09,0.22,0.9,0.46,
主营业务收入(万元),1347457,1471245,1241435,758549,735734,1030807,1078686,1214800,1500059,1253744,3516,140829,312717,288379,193388,139213,86761,
主营业务利润(万元),132578,318376,217725,84501,29565,61363,52129,53835,129886,139972,-739,-6542,-2918,16143,13647,11350,7671,
营业利润(万元),118968,294764,189708,57270,-11979,13307,4595,-2413,64369,84909,-10686,-47154,-19023,5930,4688,4033,2424,
投资收益(万元),16583,13242,4264,1245,-7370,-6332,491,-123,-477,89,25,-972,-318,22,0,2,-706,
营业外收支净额(万元),2254,2167,8,131,-6818,55,1518,5304,3716,892,-5637,--,--,-34,0,0,0,
利润总额(万元),121222,296931,189716,57401,-18797,13361,6113,2891,68085,85801,-16323,-51640,-18518,5936,4946,4029,1710,
净利润(万元),52886,117704,70480,22000,-8062,3522,2824,2270,27766,35789,-16323,-51201,-17875,4827,3773,3054,1904,
净利润(扣除非经常性损益后)(万元),39534,103765,67225,21018,-6758,2407,1532,-1302,24788,33882,-11069,-46715,-20145,4099,3630,3057,2296,
经营活动产生的现金流量净额(万元),30402,256018,179984,31078,61020,151505,-1946,117087,10955,258298,6684,3081,-36661,-1737,2384,9757,4987,
现金及现金等价物净增加额(万元),-13036,-12557,11917,-36850,32598,-13167,-725,-33035,-63760,61233,1647,-11304,-34318,40487,-3163,5206,1,
总资产(万元),1151301,1152148,965559,783882,655006,713741,838237,815309,1014410,1155495,78770,90527,230790,198278,118275,105724,69617,
流动资产(万元),679658,708828,538600,347035,259287,291792,393962,326440,491533,592048,41087,48204,174592,140455,66621,61774,32293,
总负债(万元),399765,399081,350667,301649,249603,292706,424096,395868,592762,771967,101830,97263,185887,135075,94022,85557,52503,
流动负债(万元),384364,383053,336495,285017,239029,288285,420606,392940,589126,741601,99945,93751,175398,134309,93007,78605,42502,
股东权益不含少数股东权益(万元),496802,446087,338795,273816,230667,238856,235128,231887,229043,199440,-23060,-6737,44465,62429,23253,19480,16426,
净资产收益率加权(%),11.23,29.87,23.01,8.72,-3.43,1.49,1.21,0.99,12.94,19.16,0,0,-33.23,15.83,17.66,17.01,12.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
