报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.1,0.04,-0.26,0.05,-0.32,0.05,0.02,0.03,0.03,0.02,0.04,0.03,2.1,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.13,4.9,6.57,4.94,12.59,5.07,6.7,6.81,4.67,3.97,3.8,3.14,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.36,-0.29,-0.26,-0.43,-0.43,-0.9,0.55,-1.33,0.43,--,--,--,
主营业务收入(万元),118667,124473,147212,156184,135319,118699,118355,122762,111528,93639,71299,56589,42970,40381,53693,56892,58591,57419,52146,41099,
主营业务利润(万元),19875,24315,27021,19937,17037,13244,24104,22785,15073,14847,13848,11790,8931,10574,10462,12728,16319,16322,15584,12818,
营业利润(万元),-4039,1708,-15893,-2111,-21520,-368,1819,3842,-356,-2488,278,-3867,73903,-11305,502,1521,5495,4919,4485,4318,
投资收益(万元),1443,10416,2051,19571,3111,27196,17126,15606,18365,12385,13032,6773,88700,15128,529,3641,538,2198,3910,1238,
营业外收支净额(万元),297,-121,292,2539,-2617,344,1258,1380,1805,3597,1803,4463,--,-305,-48,-2,-8,-273,-6,-0,
利润总额(万元),-3742,1587,-15602,428,-24137,-24,3077,5222,1449,1109,2081,597,74230,3520,983,5172,6797,6846,8391,5556,
净利润(万元),-5381,2172,-14400,2690,-17326,2191,1010,1399,1556,1083,1667,1236,62918,3201,1063,4059,4097,5152,6407,3731,
净利润(扣除非经常性损益后)(万元),-11950,-7473,-15382,-10910,-16981,-17708,-10865,-8277,-9638,-8164,-7878,-4900,-2703,-10767,432,755,2794,--,--,--,
经营活动产生的现金流量净额(万元),8880,1890,-17105,1506,-28349,-16644,239,-9863,-16093,-13011,-11513,-19129,-12820,-13569,8206,-19978,3908,-720,--,--,
现金及现金等价物净增加额(万元),61149,-4260,-14209,-8905,-23664,23622,7797,-12589,10097,-2231,-7894,-24794,31407,-1169,-959,28870,1053,1226,--,--,
总资产(万元),269360,253150,270566,327685,396823,410897,324399,324234,317921,330760,407986,289087,474628,111621,135211,148913,80276,74871,76451,69667,
流动资产(万元),192485,83102,78855,103281,139947,133172,103267,83972,99115,83080,74133,84699,117429,64204,88654,107959,44116,37669,35151,28092,
总负债(万元),63126,85288,94819,126466,176954,182230,127694,111339,115916,92685,94390,49927,81625,30221,28914,38787,32696,34056,37408,36798,
流动负债(万元),57163,72147,74089,96732,148667,143511,104144,80828,89115,73834,53506,27707,40793,29858,27145,37009,30927,32007,35640,35522,
股东权益不含少数股东权益(万元),206852,179648,186149,198234,213525,216571,179180,194110,185699,220481,295611,222240,377832,76084,100476,102149,42022,35736,34185,28270,
净资产收益率加权(%),-3.04,1.19,-7.49,1.31,-7.53,1.11,0.54,0.74,0.77,0.42,0.64,0.41,22.76,4.22,1.04,4.15,9.94,14.73,20.52,13.23,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
