报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.03,0.15,1.01,1,0.6,0.41,--,--,
每股净资产(元),--,--,--,4.39,3.45,2.28,11.68,7.27,
每股经营活动产生的现金流量净额(元),--,--,--,0.73,0.38,-0.23,2.6,1.16,
主营业务收入(万元),36558,30276,30858,22661,14121,7969,5970,4733,
主营业务利润(万元),15652,13317,15498,11104,7350,4689,3911,3090,
营业利润(万元),-45,1919,6923,4256,2624,1676,2087,1825,
投资收益(万元),-93,138,133,1,-2,8,--,--,
营业外收支净额(万元),11,14,40,1475,769,473,359,306,
利润总额(万元),-35,1933,6963,5731,3393,2148,2446,2131,
净利润(万元),355,2052,6262,5077,2976,1867,2124,1808,
净利润(扣除非经常性损益后)(万元),-314,1371,5655,4635,2919,1767,2112,1774,
经营活动产生的现金流量净额(万元),-8308,-1978,-2088,3690,1921,-1099,1309,553,
现金及现金等价物净增加额(万元),-5170,-2746,10431,150,2554,-690,1369,170,
总资产(万元),92110,70401,64872,39097,26556,16423,7547,4724,
流动资产(万元),56280,51821,48909,28613,19053,10818,6999,4240,
总负债(万元),38468,17190,13181,16778,9082,5429,1610,1187,
流动负债(万元),33403,17190,13151,16778,9082,5429,1610,1187,
股东权益不含少数股东权益(万元),53190,53038,51663,22247,17474,10994,5877,3474,
净资产收益率加权(%),0.67,3.92,15.35,25.66,20.91,23.83,46.82,70.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
