报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),1.68,1.68,0.41,0.34,0.44,0.56,0.47,0.27,0.27,0.5,0.6,0.28,0.19,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,5.15,3.32,3.77,3.98,3.44,3.27,3.16,3.14,3.12,1.94,1.82,1.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.33,0.85,0.76,0.26,0.13,0.34,0.09,0.01,0.16,0.59,0,
主营业务收入(万元),6008616,5468723,95650,83585,90415,98777,93992,66740,54929,47097,42020,31007,21828,15387,14267,12178,10089,9152,8884,
主营业务利润(万元),936702,1048148,37305,35375,36740,38857,35572,20363,16925,17350,15941,9190,5515,5113,3885,3815,3598,3186,3188,
营业利润(万元),415624,478934,14452,11345,13801,13046,11258,5877,5020,8083,7415,3392,2727,2534,1744,1546,2119,1915,2031,
投资收益(万元),3101,25423,142,444,183,512,397,212,56,18,-415,-125,503,-286,-196,-6,0,0,0,
营业外收支净额(万元),2833,-37323,589,-36,61,193,220,-27,240,-250,15,-384,-109,-14,-7,-18,-20,0,0,
利润总额(万元),418457,441612,15041,11309,13862,13239,11478,5850,5260,7833,7430,3008,2617,2234,1540,1521,2098,1894,2021,
净利润(万元),362813,354931,11889,9006,11622,9797,8255,3628,3442,5443,5376,2525,1693,1404,903,977,1398,1257,1350,
净利润(扣除非经常性损益后)(万元),317131,126574,10787,7883,11322,9492,8111,3673,3305,5615,5247,3488,1444,1404,883,985,0,0,0,
经营活动产生的现金流量净额(万元),943431,832004,14238,22310,11929,9341,12646,7451,4341,9130,6884,2384,1188,3060,822,67,810,0,0,
现金及现金等价物净增加额(万元),244137,60175,25668,10772,-8115,3747,918,6419,-9012,2483,6891,-8098,5007,-439,8229,8084,-1054,0,0,
总资产(万元),6228089,5895665,241889,209326,160072,145536,131857,119999,64506,59030,51979,40969,43113,32268,31475,32605,19010,15596,14004,
流动资产(万元),1264250,1209167,107551,77077,60056,61515,49384,43277,35008,42558,38431,29796,32549,22708,23308,17502,7757,7802,8649,
总负债(万元),4013454,3866564,57473,75096,34141,29519,25043,20508,12667,9844,8739,4440,8683,2661,2260,3517,9260,6445,5110,
流动负债(万元),2660954,3061444,53700,57869,30728,26197,23027,18535,12448,9636,8676,4421,8521,2661,2255,3480,9223,5875,3024,
股东权益不含少数股东权益(万元),1903648,1702029,174334,123938,115898,106393,97401,90238,43088,40719,35796,30920,29423,28460,28276,28092,9689,9091,8834,
净资产收益率加权(%),20.57,24.13,7.93,7.86,10.92,9.58,8.76,7.48,8.15,14.15,16,8.3,5.83,4.89,3.19,4.5,14.88,14.43,16.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
