报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),1.36,0.79,0.27,0.03,0.02,0.09,0.38,0.75,1.14,1.11,1.32,0.83,1.65,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.59,2.24,5.06,3.92,4.77,5.52,4.32,7.94,7.09,2.62,1.45,0.94,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.36,0.75,0.3,1.33,1.66,0.43,0.64,1.18,0.31,0.01,0.3,0.39,0.58,--,
主营业务收入(万元),7566576,5582150,3833509,2328007,2336687,3036472,3732789,4683054,5077630,3395494,1649588,1374526,914495,457446,253740,265623,208801,98456,55035,39261,
主营业务利润(万元),2436258,1676718,1125001,588111,566897,764290,954217,1470048,1826455,1238187,528569,409991,315383,162582,87815,83923,84849,49619,27812,18054,
营业利润(万元),1377543,787844,287603,119552,17054,71743,274761,609739,984720,689688,262365,153199,206326,59878,24671,35233,38926,22738,10129,6822,
投资收益(万元),38285,63746,-1929,218147,-2697,40717,-19762,16137,14123,4229,-7287,-6352,39874,8190,748,200,50,5,-51,-33,
营业外收支净额(万元),-32111,-32820,-719,-113255,-5065,26770,70280,78327,94507,4136,524,855,1983,-228,1117,440,-124,147,-49,-335,
利润总额(万元),1345432,755024,286885,6297,11989,98513,345041,688066,1079227,693825,262890,154054,208309,68252,26970,35872,39107,22892,10029,6454,
净利润(万元),1120666,611629,209225,20346,13859,70921,290360,568610,864890,561546,196258,123223,160616,55734,21627,32730,32480,20986,9125,5995,
净利润(扣除非经常性损益后)(万元),1041168,603749,178658,-31350,3518,25429,241149,503080,792278,513457,198929,142445,158490,48531,19605,31060,32227,20863,--,--,
经营活动产生的现金流量净额(万元),1326538,1052690,856450,324945,213598,123194,276933,568174,227903,674912,247113,64050,63059,56827,14784,262,7068,6982,--,--,
现金及现金等价物净增加额(万元),13059,59511,-332441,74312,170876,-77955,-292651,5764,334342,78354,13937,33211,140557,39220,-5994,40585,35371,727,--,--,
总资产(万元),9054130,7377472,5823769,6155497,6122774,6300945,6386778,6446140,5130672,3134077,1583700,1396734,1117913,591705,475781,432353,268148,115343,67796,60665,
流动资产(万元),6850022,5189594,3620745,3799227,3732883,3811236,3886981,3988315,3378378,2043675,1073252,1007585,838170,430680,310355,299919,189426,79055,44910,42239,
总负债(万元),4501455,4127261,3186451,3810226,3759702,3826862,3885895,3984794,3055311,1942224,755232,778247,613190,316401,261082,236484,97795,67904,41709,43706,
流动负债(万元),4214859,3393536,2298254,2380034,2780400,2084963,1795185,2269266,2313180,1753099,551873,457417,406599,239154,216082,216484,96995,65704,38670,39634,
股东权益不含少数股东权益(万元),4442098,3148491,2549760,2271740,2267071,2378543,2388772,2301941,1966271,1135032,752711,583806,473153,264756,207492,190631,170043,47128,26087,16959,
净资产收益率加权(%),28.71,21.45,8.69,0.89,0.6,2.95,12.19,26.64,55.96,54.67,29.37,23.3,43.49,23.68,10.42,18.35,29.97,57.33,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
