报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.84,1.66,1.56,1.76,1.62,--,--,
每股净资产(元),--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,1.42,2.3,0.49,1.23,
主营业务收入(万元),227599,223487,173637,131235,105545,89696,60612,
主营业务利润(万元),59219,51866,40366,37826,31565,24322,14895,
营业利润(万元),30054,27977,20311,22303,18210,14481,7985,
投资收益(万元),2604,2079,33,138,419,-10,20,
营业外收支净额(万元),29,-303,-232,-140,526,-39,-64,
利润总额(万元),30082,27674,20078,22163,18736,14441,7921,
净利润(万元),26751,23889,17315,19033,16176,13166,6635,
净利润(扣除非经常性损益后)(万元),23170,21569,16178,--,--,--,--,
经营活动产生的现金流量净额(万元),50946,30497,24141,15319,24855,7809,9811,
现金及现金等价物净增加额(万元),8719,-90141,103742,-649,-6710,6093,1580,
总资产(万元),355919,312077,293472,151454,118485,91835,58164,
流动资产(万元),225909,210978,206172,82363,69053,52448,27334,
总负债(万元),112543,94671,97189,75199,57049,54949,26009,
流动负债(万元),108528,91154,95486,74683,56766,54698,25801,
股东权益不含少数股东权益(万元),243376,217406,196284,76255,61436,36886,32154,
净资产收益率加权(%),11.62,11.57,18.52,27.37,30.66,32.16,23.01,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
