报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.25,0.25,0.24,0.46,0.23,0.11,0.12,0.06,0.27,0.07,0.03,0.01,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.74,1.48,1.41,1.37,1.39,1.37,1.36,1.51,1.5,1.49,1.44,2.13,1.91,1.97,2.06,2.82,3,3.27,2.88,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.07,-0.08,-0.12,-0.01,0.07,0.11,0.09,0.04,-0.29,0.12,0.28,0.62,0.86,-0.54,--,--,--,--,--,
主营业务收入(万元),7423,7083,9073,8998,9064,10978,14064,16639,16597,15051,17746,23433,24630,24225,25100,24085,37984,51528,49462,77616,60159,50028,56721,37587,48848,35937,5220,
主营业务利润(万元),4189,4145,3936,4047,4331,4443,4673,4846,4833,4754,5394,6100,7258,7735,8347,7133,9232,11443,10654,12508,4821,4619,1638,884,1459,1420,270,
营业利润(万元),9951,9786,9763,18819,8607,2762,1996,2617,2085,1881,3493,-665,930,-2119,-3669,-3297,-5951,-636,-419,4281,907,1947,4655,2690,1578,0,295,
投资收益(万元),10746,11123,11431,20619,11680,7142,8027,8128,10516,7593,10054,4722,3714,1173,-1839,1571,-75,-137,217,1971,1431,2457,365,67,262,322,108,
营业外收支净额(万元),-52,81,-26,-79,623,1635,2849,-6,8610,1032,-2187,1461,--,1538,-85,2132,6756,1894,-9564,1,1041,0,0,0,0,323,--,
利润总额(万元),9899,9867,9736,18739,9230,4398,4845,2611,10695,2913,1306,796,939,779,-5389,662,1138,1374,-9551,6273,3380,5118,5049,2988,2566,2198,428,
净利润(万元),9899,9859,9733,18293,9230,4398,4743,2574,10659,2879,1273,309,860,450,-5838,305,534,364,-9831,5174,2771,4323,4321,2541,2247,1917,377,
净利润(扣除非经常性损益后)(万元),9885,9752,9758,9006,7817,2762,1987,2580,2078,1632,-1209,-1335,-896,-1967,-6041,-5206,-7103,-852,466,4682,1855,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-913,-1173,-1416,-566,-674,-302,540,-4699,-2930,-3151,-4876,-503,2883,4419,3420,1552,-11813,4817,11282,14783,-20343,-12831,--,--,--,--,--,
现金及现金等价物净增加额(万元),7546,6112,388,12713,2971,-3608,6170,8,-996,-1483,-678,2738,-1181,-32423,-3305,3611,-44009,10844,56694,7641,-7809,6184,--,--,--,--,--,
总资产(万元),144449,131127,142146,147038,144808,99801,108348,107692,100687,98929,101958,101540,100558,99820,103777,111437,112531,147790,144891,107918,97997,79983,61248,38789,34510,24821,18881,
流动资产(万元),42869,35254,29409,29276,16670,14282,19524,14566,13617,14153,15453,17630,13945,16129,49639,57423,57511,--,--,0,0,44278,25837,11802,10406,6438,10174,
总负债(万元),11322,10145,16732,22661,29661,24373,36263,39671,31107,39714,45310,46661,44825,44912,48825,50652,52234,87590,86900,57183,52229,33130,31279,13589,12150,8483,4460,
流动负债(万元),5599,6197,8996,13857,18771,24313,34830,38239,29675,38281,42580,46091,44796,44883,48796,50622,52204,--,--,0,0,33087,30927,12759,8344,4842,2681,
股东权益不含少数股东权益(万元),133128,120982,125414,124377,115147,75428,72085,68021,69580,59165,56598,54830,55682,54857,54715,60552,60246,59664,57689,50438,45232,46584,29513,25200,22361,16338,14422,
净资产收益率加权(%),7.69,7.98,7.75,15.04,10.35,5.95,6.77,3.7,16.53,4.98,2.29,0.56,1.58,0.82,-10.13,0.51,0,0,-17.53,10.26,0,9.97,--,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
