报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),1.15,1.08,0.85,0.61,0.35,2.51,1.79,1.5,3.36,4.07,4.09,2.32,4.42,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,13.75,11.11,14.11,9.6,12.26,8.88,7.15,6.54,2.1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,3.57,5.22,2.93,2.25,4.42,--,0.06,3.68,4.57,
主营业务收入(万元),17436089,15925583,15156939,9318352,7371992,7963716,5831171,4816539,6001927,6327956,3552518,3312778,2926097,668290,528284,618800,357413,
主营业务利润(万元),3734370,3484620,3236369,2063268,1677573,1682330,1175149,920312,1299065,1528046,850104,656463,678028,188559,115738,150811,89313,
营业利润(万元),1415589,1360373,1038490,411831,257812,659005,445625,371887,716991,924518,452824,262559,320614,84952,40710,74448,45744,
投资收益(万元),69469,46481,15392,12049,11495,171484,1154,25151,15777,7136,4029,-2522,-10711,933,-319,0,0,
营业外收支净额(万元),19576,25456,13736,51934,50530,37565,15250,24095,24860,15148,15165,11522,7150,-54,0,0,0,
利润总额(万元),1435165,1385828,1052227,463765,308342,696570,460875,395981,741851,939666,467989,274081,327765,85831,40377,74219,45022,
净利润(万元),910496,865753,680834,244119,139058,502450,357079,299100,559693,678215,340742,193135,201941,68437,30651,53687,27394,
净利润(扣除非经常性损益后)(万元),832271,800914,647175,216545,108706,337458,334345,264898,536990,664866,329323,187281,205879,--,30659,53841,27877,
经营活动产生的现金流量净额(万元),2383469,2226163,1625833,825043,677390,1117173,576841,275617,595268,870266,243929,187490,230300,164591,1917,121308,98330,
现金及现金等价物净增加额(万元),790565,812535,465576,44417,51965,389768,249779,78179,421471,523360,51270,64055,58177,-2663,-102700,137887,59379,
总资产(万元),23683167,20527637,18963817,16399068,11487339,12041175,7852181,6632036,6154455,5215985,3621815,2926774,2242266,701020,530220,491431,236788,
流动资产(万元),12618509,10810546,10034017,7640599,5775284,6437180,4805021,3916013,4270875,3768881,2512317,1994518,1447741,351518,272298,329672,165704,
总负债(万元),16705695,14301704,13328318,11942901,7314690,7955734,4419450,3492113,3264178,2878972,2055684,1794126,1301507,401278,288043,275759,191596,
流动负债(万元),10587677,8861696,7847353,5898038,3986981,4806002,2929832,2392378,2941334,2535902,1767244,1671992,1264434,347222,245561,255536,162173,
股东权益不含少数股东权益(万元),4522394,3931373,3523952,3173827,3172946,3246773,2772317,2486935,2290344,1851492,1175462,799775,638133,292972,235935,215672,45192,
净资产收益率加权(%),21.34,22.73,20.25,7.65,4.33,16.68,13.58,12.62,27.1,44.91,34.86,26.73,41.02,--,13.27,32.45,77.29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
