报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.32,0.18,0.09,0.07,0.05,0.41,0.68,0.66,0.58,0.52,1,0.62,0.63,0.72,1.13,
每股净资产(元),--,--,--,--,--,--,--,6.02,5.55,3.04,4.99,5.22,2.54,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.83,0.8,0.64,1.16,-0.01,0.47,1.15,0.38,
主营业务收入(万元),363319,288525,165396,135203,135809,179255,193584,177374,121389,32417,26010,24358,14490,12548,8304,
主营业务利润(万元),146951,116933,66007,61307,62958,84719,92531,82356,49867,14633,13227,7479,4661,4428,2366,
营业利润(万元),61379,30100,16783,11664,10250,29069,43655,40193,27091,9081,9075,3988,3214,3117,1349,
投资收益(万元),2876,982,3350,1211,1904,1494,1915,1339,980,0,0,-6,-4,-8,1,
营业外收支净额(万元),235,1317,-522,286,521,821,1782,972,165,48,46,--,-24,-18,-12,
利润总额(万元),61614,31417,16262,11950,10770,29890,45437,41165,27256,9130,9121,3926,3190,3098,1337,
净利润(万元),40465,21943,8175,6131,3572,16193,26911,26067,17651,7259,7026,3053,2540,2896,1258,
净利润(扣除非经常性损益后)(万元),33072,20185,4454,6027,2899,15647,25942,25276,17610,7218,6987,3115,2543,2048,975,
经营活动产生的现金流量净额(万元),71483,75340,29861,19533,23343,37487,17745,32650,31785,9020,8136,-70,1891,4651,1513,
现金及现金等价物净增加额(万元),-26482,-59300,84243,12754,-26274,-8146,4002,10204,23616,7036,5461,11241,1706,2548,276,
总资产(万元),1220561,1204119,512712,512057,463533,402522,401196,345605,319049,49189,40257,32403,15263,11165,6916,
流动资产(万元),373094,346825,216705,195004,106852,135782,144121,106794,92241,38376,30133,24326,9322,6408,3610,
总负债(万元),551320,580761,105897,95859,102574,99540,106834,73072,70912,4550,3242,2701,5036,3762,2410,
流动负债(万元),177825,162670,92393,80275,78575,80600,92871,62368,57004,4508,3199,2655,5036,3762,2210,
股东权益不含少数股东权益(万元),598028,558592,356061,368476,314194,254347,254398,238132,219450,42586,34938,28082,9943,7403,4506,
净资产收益率加权(%),7.01,3.95,2.26,1.93,1.27,6.43,10.93,11.39,13.08,18.82,22.42,14.13,29.34,0.49,38.38,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
