报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.42,0.52,0.85,0.95,0.85,--,--,
每股净资产(元),--,--,--,4.82,4.02,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,1.01,1.43,--,--,
主营业务收入(万元),93761,90766,85723,77865,73091,69045,59716,
主营业务利润(万元),30848,27900,30862,30759,27262,25135,20831,
营业利润(万元),5419,6661,9295,9987,8846,8710,7192,
投资收益(万元),1239,848,109,3,--,--,--,
营业外收支净额(万元),145,491,201,153,-20,19,36,
利润总额(万元),5564,7152,9496,10140,8827,8729,7229,
净利润(万元),5056,6269,8317,8519,7618,7432,6088,
净利润(扣除非经常性损益后)(万元),3550,4938,8013,--,--,--,6059,
经营活动产生的现金流量净额(万元),2877,3025,5691,9127,12843,10241,2403,
现金及现金等价物净增加额(万元),4151,-13306,16475,6822,-1227,1444,3583,
总资产(万元),126072,127303,122109,69606,61881,67320,56830,
流动资产(万元),96857,94817,95095,45222,37663,46727,39263,
总负债(万元),21592,26752,26962,26208,25742,42356,38715,
流动负债(万元),21197,26420,26778,25853,22517,41966,38310,
股东权益不含少数股东权益(万元),104479,100552,95147,43398,36139,24964,18115,
净资产收益率加权(%),4.94,6.41,14.3,21.42,23.78,34.04,40.39,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
