报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
基本每股收益(元),0.5,0.53,0.52,0.7,--,--,--,
每股净资产(元),--,3.63,3.04,2.62,4.56,3.21,2.13,
每股经营活动产生的现金流量净额(元),--,0.43,0.24,0.22,0.82,-0.25,-0.13,
主营业务收入(万元),218251,213549,193106,180700,152673,111413,73198,
主营业务利润(万元),38593,39168,38269,45517,39996,31758,16770,
营业利润(万元),22274,22145,21366,28977,23543,18483,9657,
投资收益(万元),346,-18,115,157,31,28,-3,
营业外收支净额(万元),-62,-295,76,-727,40,82,132,
利润总额(万元),22212,21850,21441,28250,23583,18565,9788,
净利润(万元),19409,19027,18714,24188,20186,16022,8346,
净利润(扣除非经常性损益后)(万元),17824,18535,18213,24555,22260,15925,8227,
经营活动产生的现金流量净额(万元),2892,15461,8633,8064,12192,-3643,-1991,
现金及现金等价物净增加额(万元),17265,8390,5170,6516,2984,2525,-1074,
总资产(万元),327634,223876,210454,160052,126212,103028,57980,
流动资产(万元),242553,188716,180854,141389,112244,90849,47641,
总负债(万元),140431,93195,101276,65669,58424,55426,26400,
流动负债(万元),117643,92951,100816,64994,58319,55005,26127,
股东权益不含少数股东权益(万元),187334,130816,109336,94310,67788,47602,31580,
净资产收益率加权(%),11.75,16.01,18.95,30.44,34.99,40.47,30.45,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
