报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.62,0.88,0.83,0.67,0.81,0.89,0.64,0.57,--,
每股净资产(元),--,--,--,--,4.62,4.01,3.17,2.55,12.83,
每股经营活动产生的现金流量净额(元),--,--,--,--,1.11,0.79,1.15,0.79,-2.72,
主营业务收入(万元),117530,123054,100871,67579,73737,82602,80398,63385,65615,
主营业务利润(万元),26688,32276,32611,21065,20807,23009,19131,16436,16093,
营业利润(万元),14525,21566,19878,13985,13075,15040,11042,9248,9664,
投资收益(万元),-1256,-709,305,--,--,152,88,--,-202,
营业外收支净额(万元),38,5,-2,407,1735,1112,702,1135,415,
利润总额(万元),14562,21571,19877,14392,14810,16152,11743,10383,10079,
净利润(万元),12947,18222,17218,12444,12571,13806,9965,8644,7797,
净利润(扣除非经常性损益后)(万元),12919,18008,16153,12100,11099,12724,9304,7675,7049,
经营活动产生的现金流量净额(万元),36910,2293,23412,13395,17237,12228,17808,12265,-6343,
现金及现金等价物净增加额(万元),30178,-27366,521,59387,6436,9391,6050,-1890,1324,
总资产(万元),246495,205122,181442,154162,86107,79164,65242,63945,71832,
流动资产(万元),163938,138685,140388,134034,65731,65269,51628,49050,56571,
总负债(万元),71955,40600,34657,23118,14524,17013,16066,20482,38295,
流动负债(万元),69644,38234,34487,23102,14334,16567,15631,20440,38246,
股东权益不含少数股东权益(万元),174540,164523,146785,131044,71583,62151,49175,39592,29885,
净资产收益率加权(%),7.64,11.71,11.81,11.83,19.11,24.69,22.37,25.53,29.68,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
