报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.15,0.05,0.01,0.01,0.12,0.21,0.2,0.17,0.22,0.14,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),576989,497740,454636,400103,329999,346407,291289,258335,233127,200845,136092,
主营业务利润(万元),71924,53719,40769,45592,54654,63718,54483,47767,40945,32861,16813,
营业利润(万元),18702,6069,538,-222,8888,13671,15041,13204,12990,9395,3114,
投资收益(万元),566,19,947,773,226,--,--,--,--,--,--,
营业外收支净额(万元),535,93,1915,1879,2918,2115,1226,1291,1155,662,747,
利润总额(万元),19237,6162,2453,1657,11806,15787,16267,14495,14145,10057,3861,
净利润(万元),12751,4189,663,989,8735,12862,12761,10730,11156,7075,1766,
净利润(扣除非经常性损益后)(万元),11134,3164,-1612,-1172,6125,11194,12000,10558,10349,4943,596,
经营活动产生的现金流量净额(万元),65001,69746,39757,24113,37214,32116,60611,5680,1295,9969,23443,
现金及现金等价物净增加额(万元),26930,810,3307,-13227,-9069,12001,-838,18701,-1731,1015,-2236,
总资产(万元),663602,559287,571327,582846,517340,483119,399214,390855,301903,224820,195332,
流动资产(万元),349106,243404,248858,254374,219398,205949,165402,170782,150633,112783,90581,
总负债(万元),308974,338643,356241,367504,303091,331827,258330,244801,186038,126017,112298,
流动负债(万元),296108,307892,322507,326107,279776,304501,233853,219070,180448,122483,108811,
股东权益不含少数股东权益(万元),231110,204906,199855,201025,200579,136666,127359,132671,95401,80810,70864,
净资产收益率加权(%),5.86,2.06,0.33,0.49,5.12,9.82,9.18,8.48,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
