报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.18,0.24,0.34,0.34,0.59,0.63,0.59,0.7,1.14,
每股净资产(元),--,--,--,--,--,3.9,3.27,2.69,1.99,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.82,0.55,0.84,0.43,
主营业务收入(万元),42130,33901,25379,25874,26614,27889,26803,30519,27065,
主营业务利润(万元),11034,10042,8787,8980,10134,10024,9898,11276,9916,
营业利润(万元),4907,4748,4792,4561,5905,6236,5801,6964,6326,
投资收益(万元),620,800,722,116,--,--,--,--,--,
营业外收支净额(万元),-1,21,27,132,283,480,291,330,18,
利润总额(万元),4907,4769,4818,4693,6188,6716,6093,7294,6345,
净利润(万元),4280,3948,4124,4080,5316,5657,5269,6289,5557,
净利润(扣除非经常性损益后)(万元),3182,3120,3489,3870,5088,5276,4983,6008,5599,
经营活动产生的现金流量净额(万元),3791,3420,-8072,5704,4589,7391,4907,7521,3907,
现金及现金等价物净增加额(万元),-726,-3104,-22895,-486,24059,2952,2565,2809,3223,
总资产(万元),63719,69590,76463,74457,70228,37693,33337,29817,24774,
流动资产(万元),38653,43606,52602,52934,49992,19415,17580,13742,13290,
总负债(万元),4610,4921,4422,4650,3059,2578,3864,5607,6856,
流动负债(万元),4570,4921,4422,4650,3059,2578,3864,5607,6856,
股东权益不含少数股东权益(万元),59109,64669,72041,69807,67170,35115,29473,24210,17918,
净资产收益率加权(%),7.09,5.52,5.81,5.97,14.04,17.52,19.63,29.86,44.11,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
