报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.18,-0.92,0.49,0.49,0.24,1.22,1.19,0.93,0.75,0.55,0.52,0.42,0.51,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.19,2.46,2.98,2.46,2.83,3.51,6.92,7.58,3.82,2.73,1.76,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.79,0.33,0.44,0.8,0.07,0.79,0.22,-0.67,1.96,1.56,0,
主营业务收入(万元),336103,388286,380766,368682,330252,315708,278490,225258,190334,146747,130740,115394,100632,71718,73937,63191,50267,44378,27653,
主营业务利润(万元),258360,274972,277766,275676,261491,253193,224452,180317,155155,111348,92914,85911,73666,52200,52032,43432,26938,18308,11321,
营业利润(万元),23875,-77795,46631,46393,19454,52413,49299,38101,31069,21936,13514,11672,7029,-14103,6211,6729,6175,5381,3662,
投资收益(万元),7185,-880,-484,-328,-293,2752,687,477,-382,1027,-1410,-611,-611,-328,-23,-78,-63,0,0,
营业外收支净额(万元),-3043,-800,2022,1941,3279,3239,2250,2292,1438,-826,970,-14,--,573,-62,-779,-35,0,0,
利润总额(万元),20832,-78595,48653,48334,22733,55653,51549,40393,32507,21110,14484,11658,10948,-13496,6127,5872,6077,5373,3968,
净利润(万元),14190,-72550,38753,38486,18938,47844,42915,33327,26548,19556,12181,9813,9274,-13452,6942,5634,5156,4557,3405,
净利润(扣除非经常性损益后)(万元),10272,-77289,33724,36785,17130,44966,41024,31412,25348,18962,12390,9788,5921,-12986,7141,5878,0,0,0,
经营活动产生的现金流量净额(万元),36271,21430,68178,38062,57368,54158,57724,28801,27783,11566,10388,18926,1194,9577,1738,-4480,9210,7346,0,
现金及现金等价物净增加额(万元),57719,-69566,23345,4507,-3924,94171,-14347,9969,9928,-3376,13728,2072,555,2307,1913,5244,-2670,5132,0,
总资产(万元),561802,647557,719449,658892,558758,549567,320087,227688,180370,156487,128221,121878,114027,98797,120005,86780,45514,30307,21781,
流动资产(万元),272206,312100,265261,253224,257997,270618,190649,173516,125507,106522,80274,59696,62653,51365,77952,51177,25479,24673,17883,
总负债(万元),189498,251763,250561,234883,200203,205403,126841,73133,66551,68882,57126,62062,61024,56227,65265,36110,27493,17487,13518,
流动负债(万元),107230,193620,168019,192680,170210,175428,121277,65640,64209,66714,54100,62056,59020,54223,60761,27406,21284,16952,12718,
股东权益不含少数股东权益(万元),360077,350344,428003,394036,357212,343025,192382,153878,112598,86617,70118,57937,51175,42344,55623,50764,17976,12820,8263,
净资产收益率加权(%),4.02,-18.71,9.48,10.27,5.45,15.23,24.76,24.3,26.47,24.95,19.02,17.5,19.93,-27.51,12.9,13.58,33.48,43.23,52.62,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
