报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),1.13,0.39,1.24,2.22,1.47,0.7,0.63,0.54,0.28,
每股净资产(元),--,--,--,8.86,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,2.97,1.21,-0.13,0.65,0.62,-0.37,
主营业务收入(万元),222991,200034,145165,145531,113297,67429,59445,53815,44430,
主营业务利润(万元),60326,39077,33467,43213,30730,17215,14953,13148,10033,
营业利润(万元),27290,9963,20050,27105,18130,8537,7037,5966,2942,
投资收益(万元),126,798,716,--,--,--,--,--,--,
营业外收支净额(万元),-214,-219,92,362,264,54,370,123,235,
利润总额(万元),27076,9745,20142,27467,18394,8591,7407,6090,3177,
净利润(万元),23731,8229,16602,23267,15449,7252,6134,5121,2485,
净利润(扣除非经常性损益后)(万元),22371,6443,11671,22960,15221,7209,6007,4998,3024,
经营活动产生的现金流量净额(万元),45399,17059,-7425,31229,12662,-1324,6307,6029,-3357,
现金及现金等价物净增加额(万元),759,-5916,-552,17056,1417,-1972,1972,941,-325,
总资产(万元),377380,353768,302977,172321,117777,82054,64099,55145,47791,
流动资产(万元),158295,177856,166720,91797,71363,56189,41177,35413,30134,
总负债(万元),120574,116501,70435,72607,52424,32149,27427,24793,26169,
流动负债(万元),115622,113874,69383,71744,50821,31041,25628,24690,25544,
股东权益不含少数股东权益(万元),249063,229532,225503,93000,65353,49905,36672,30352,21622,
净资产收益率加权(%),9.93,3.62,8.29,30.01,26.81,16.02,18.3,19.26,12.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
