报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.28,0.25,0.24,0.51,0.46,0.36,0.27,0.03,0.31,0.18,0.09,0.12,0.38,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.92,3.67,2.72,2.64,4.56,3.79,3.69,3.57,6.26,5.9,6.77,6.39,0.56,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.63,0.24,0.52,0.1,1.7,0.13,0.53,-0.12,0.34,-0.06,0.42,-0.02,0.06,--,--,
主营业务收入(万元),558798,526102,417942,346651,285882,271377,267516,263106,256067,241519,186948,195712,201450,104621,82724,70642,57587,46144,27127,23606,17680,14822,5277,
主营业务利润(万元),287487,268440,219310,195504,172389,157101,137910,122201,122234,97598,73667,64823,63899,33674,24037,18493,15451,10648,8605,7767,5823,5948,2221,
营业利润(万元),54962,53670,44594,39204,37228,29622,21641,3550,20914,13105,9131,8270,14025,5410,4108,1913,3127,3772,4279,3814,3004,2886,1064,
投资收益(万元),3022,1860,1197,166,-52,-48,994,522,620,16,-33,1865,21,22,17,17,17,17,284,17,17,17,0,
营业外收支净额(万元),1199,226,93,492,497,1207,964,1475,1655,753,1283,1524,--,-124,-55,679,634,559,609,563,93,--,--,
利润总额(万元),56161,53896,44687,39696,37724,30829,22605,5026,22569,13858,10413,9794,14686,5669,4743,3157,4294,5022,5231,4429,3563,2922,1346,
净利润(万元),46364,45121,36536,33080,30062,23357,17201,2071,19638,9158,4524,6264,10668,3207,3253,2935,3945,3998,4397,3716,2896,2408,1346,
净利润(扣除非经常性损益后)(万元),39117,39544,33248,32568,29703,22191,15449,309,18074,8390,3536,3714,10131,3072,2708,1792,3041,2857,3123,3101,--,--,--,
经营活动产生的现金流量净额(万元),60514,-12456,68455,58767,27712,-3682,31567,20526,39996,15228,26576,5251,48165,2533,10640,-2346,3704,-647,3862,-228,1058,--,--,
现金及现金等价物净增加额(万元),-114035,27525,139004,-5897,25703,-25040,1529,-18144,-41507,77681,-24403,37488,3727,1619,-187,-14186,-3733,-5,-19366,50135,314,--,--,
总资产(万元),811194,876254,692478,514272,481930,399650,377458,376789,369072,370773,259334,280981,215486,127433,107124,102741,104811,90470,77950,75495,17753,17305,11255,
流动资产(万元),425427,555957,422700,276150,263055,209563,191307,193350,189970,230850,129588,151329,85928,55999,40104,40018,43760,--,0,0,10419,10810,6455,
总负债(万元),347468,394172,199296,193818,176435,114582,106682,125761,121019,138084,106707,134940,74471,39312,21482,20650,23670,20638,13767,14991,10495,11107,8366,
流动负债(万元),264370,299411,130874,173540,153761,94504,96364,125337,97592,100799,71093,129018,64732,39282,18361,20496,23532,--,0,0,7591,9035,5079,
股东权益不含少数股东权益(万元),462124,480169,493181,320454,305495,285067,270776,251029,247823,232459,139015,134782,129317,75314,73297,71038,69189,65242,62349,58872,6023,5297,2889,
净资产收益率加权(%),9.93,9.13,11.02,10.58,10.18,8.39,6.58,0.83,8.18,6.22,3.3,4.75,8.48,4.31,4.51,4.19,5.77,6.21,7.2,11.45,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
