报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.1,0.09,0.02,0.11,0.13,0.1,0.04,-0.17,0.01,0.24,0.17,-0.49,0.53,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.22,2.94,2.42,2.25,3.3,2.76,2.6,2.67,2.54,2.14,2.04,3.91,3.61,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.2,-0.18,0.22,0.86,0.15,0.1,1.3,0.26,0.49,0.48,0.01,0.42,0.2,0.37,--,--,
主营业务收入(万元),480415,449418,410742,367837,306626,284080,326945,341066,396855,356029,242564,204132,262968,206601,144633,139978,107698,80396,73147,63595,58506,56429,66266,28127,
主营业务利润(万元),70261,52675,45682,46719,47837,43696,37357,16064,40985,43873,33708,-9996,55071,27147,14259,28545,31121,14892,5429,12845,12782,11936,14161,4966,
营业利润(万元),17296,13386,7166,13923,14110,8794,3929,-16500,250,17969,15413,-39221,34054,10984,2131,15578,22464,10297,3025,11898,10194,9593,11664,4073,
投资收益(万元),-59,121,-1458,-233,-163,-140,-135,-22,194,--,--,--,--,0,0,0,-15,--,350,250,0,8,96,12,
营业外收支净额(万元),-44,-127,-1495,-556,2111,639,-295,184,335,161,1110,1529,399,-51,-414,-4,-40,-258,-28,-87,-261,-25,--,--,
利润总额(万元),17252,13259,5671,13367,16221,9433,3634,-16315,585,18130,16523,-37692,34453,10934,1717,15626,22408,10040,3348,12060,12337,11320,13856,4084,
净利润(万元),12956,11301,3027,11502,13831,9057,3032,-13976,618,14645,9962,-28680,26058,7576,817,11197,19310,7431,3395,9856,8887,8122,9975,3472,
净利润(扣除非经常性损益后)(万元),11722,9752,2865,11951,12069,8528,3283,-14133,333,14508,11311,-29827,25791,7342,682,10266,14635,7064,2475,9431,8653,--,--,--,
经营活动产生的现金流量净额(万元),26771,2807,-22425,61305,33571,55888,-23059,69528,-16980,-11236,13209,50683,7207,5121,63763,12825,24122,23473,269,10394,4999,6344,--,--,
现金及现金等价物净增加额(万元),-2679,16743,-32219,16355,15530,12992,-5754,-6384,-8204,7239,22125,1303,-2153,-4517,7693,11213,-110,2487,-7105,-11248,27414,6897,--,--,
总资产(万元),813040,787795,647936,569717,497812,446853,430746,442103,475672,446374,384846,342791,364139,316141,330112,319518,214607,159520,128163,121635,104530,49257,49809,28016,
流动资产(万元),260428,261238,206654,215235,194165,158648,176315,179151,210542,194418,143440,96561,123662,83940,88274,96473,57233,47785,0,0,0,18863,20405,25898,
总负债(万元),435349,421131,291359,212430,246179,205959,257517,271906,291499,258992,242585,210492,202250,180573,202387,188403,89783,54303,27908,25622,15921,22612,21224,15636,
流动负债(万元),217920,248020,134818,150591,116456,178964,179072,239014,240284,219172,213694,195492,187250,171573,187512,156703,73583,37593,0,0,0,16514,21224,15636,
股东权益不含少数股东权益(万元),377691,366037,355994,356739,251069,240320,173229,170197,184173,187382,142261,132300,161889,135568,127725,131115,124824,105217,100255,96013,88610,26646,28585,12380,
净资产收益率加权(%),3.48,3.13,0.85,4.12,5.64,4.59,1.77,-7.89,0.33,8.64,7.26,-19.57,17.51,5.76,0.63,8.75,16.66,7.16,3.5,10.54,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
