报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.33,0.59,0.51,0.46,0.73,0.7,0.65,0.56,0.77,1.03,0.98,0.89,0.89,0.61,0.49,0.34,
每股净资产(元),--,--,--,--,--,--,--,--,6.88,7.61,6.94,5.71,5.13,2.5,2.29,2.09,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.83,3.19,0.99,1.81,1.74,1.08,1.24,0.81,
主营业务收入(万元),801865,761279,688954,652581,732938,764556,776057,734947,718451,582485,463110,323237,280511,203504,167890,150362,
主营业务利润(万元),110779,117502,110321,114464,130979,129199,138862,134298,128396,108025,91022,66807,59915,43276,34980,30716,
营业利润(万元),22404,27043,22845,16612,30873,29897,27116,24326,28587,22630,22286,19498,14645,10827,8462,7541,
投资收益(万元),948,2201,4645,4290,6537,4285,299,754,-404,291,217,2405,630,86,-199,-469,
营业外收支净额(万元),-5883,12,-342,4475,2838,1124,851,1088,387,881,142,-102,--,0,251,-1306,
利润总额(万元),16521,27055,22503,21087,33710,31021,27967,25413,28974,23512,22428,19396,15068,10493,8713,6235,
净利润(万元),11265,20109,17387,15765,25064,23824,22214,19279,21362,17387,16552,14203,10974,7207,5911,4091,
净利润(扣除非经常性损益后)(万元),13820,18625,13894,10346,19283,18143,20210,18354,21178,16450,16311,12515,10523,7448,5633,4977,
经营活动产生的现金流量净额(万元),20959,21675,19671,27254,9268,6820,39651,50919,52143,53957,16768,29038,27862,13011,14888,9762,
现金及现金等价物净增加额(万元),6447,5348,-4602,-12773,-1516,-1506,22290,29896,62315,10334,9960,-28830,42564,7177,7957,4752,
总资产(万元),430227,439778,423789,422370,461218,451192,489535,465548,433565,334974,263703,184544,164916,90911,75988,67636,
流动资产(万元),229730,233092,219588,227940,294369,279248,296143,266812,234559,144554,118613,67899,94055,44359,31380,20561,
总负债(万元),152659,163503,163008,166836,209205,213122,264402,254049,235949,205755,145998,91950,81896,60890,48482,42566,
流动负债(万元),147770,158602,156874,161537,203939,205671,255647,247175,229992,200417,141567,91381,81728,60261,48128,42207,
股东权益不含少数股东权益(万元),275534,274485,264648,257534,253433,238642,225375,210010,196438,128562,117255,91405,82002,29300,26892,24581,
净资产收益率加权(%),4.12,7.51,6.7,6.2,10.26,10.35,10.29,9.53,12.25,14.32,15,16.46,29.45,25.65,22.97,17.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
