报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.19,0.14,0.21,0.36,0.34,0.55,0.23,0.1,0.5,0.49,0.44,0.62,0.67,0.4,0.38,
每股净资产(元),--,--,--,--,--,--,--,--,2.98,3.43,4.8,5.4,2.83,2.16,1.88,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.08,0.71,0.51,0.05,0.86,0.93,0.35,
主营业务收入(万元),210376,193100,213711,179890,160312,123650,45751,31743,50836,37813,26936,21054,20085,16351,11456,
主营业务利润(万元),67146,66185,73413,61869,54602,45708,23512,17927,29046,22749,16389,14288,12550,10836,9085,
营业利润(万元),14782,10534,15313,11953,13183,9552,664,-1896,8799,5943,2758,2879,3683,2534,1529,
投资收益(万元),-262,-399,180,187,386,0,--,-28,185,--,0,--,160,-7,21,
营业外收支净额(万元),480,2308,5001,7654,5052,4696,3576,3166,1992,1826,1973,1251,560,23,664,
利润总额(万元),15263,12843,20314,19607,18236,14248,4240,1269,10790,7768,4731,4130,4243,2557,2192,
净利润(万元),15577,12020,16905,15575,14877,11944,3886,1787,8650,6511,3565,3438,3375,2006,1892,
净利润(扣除非经常性损益后)(万元),12091,10082,12722,10873,12384,9540,1878,883,7544,6168,2865,3027,--,--,--,
经营活动产生的现金流量净额(万元),-9789,3287,-5106,-13722,20056,4182,4197,6754,1397,9403,4134,345,4307,4654,1760,
现金及现金等价物净增加额(万元),-44337,6324,134690,-3807,-18588,14159,3160,1988,1359,8999,-1834,16362,4268,1090,2300,
总资产(万元),595663,622028,575358,364950,262370,192990,89422,83026,77918,67343,49433,45501,25440,21371,19235,
流动资产(万元),408969,440913,406744,214029,174246,159956,76676,69803,67249,64624,47333,43772,23278,19013,16024,
总负债(万元),135398,176560,136578,207661,118477,64611,26023,23009,16343,17631,8997,7675,10066,9729,9114,
流动负债(万元),131484,168920,130919,202637,111307,58472,20712,18018,15390,16908,8536,7051,9245,8973,8105,
股东权益不含少数股东权益(万元),455079,440689,429579,148907,137013,123210,56112,52399,51477,45515,38656,36242,14196,10812,9432,
净资产收益率加权(%),3.48,2.78,4.76,10.95,11.43,13.23,7.16,3.44,17.87,15.53,9.57,15.54,27,19.32,21,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
