报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.88,0.75,0.96,0.63,0.32,0.2,0.45,
每股净资产(元),--,6.2,4.4,3.45,2.81,2.25,2.73,
每股经营活动产生的现金流量净额(元),--,0.99,--,--,--,0.39,0.61,
主营业务收入(万元),24750,20748,16679,12352,10279,8826,7002,
主营业务利润(万元),10841,8911,7327,5149,4106,3167,3192,
营业利润(万元),7644,6117,4355,2494,1305,569,1279,
投资收益(万元),206,27,12,-1,--,--,0,
营业外收支净额(万元),-6,11,371,604,357,407,266,
利润总额(万元),7638,6128,4726,3098,1662,977,1545,
净利润(万元),6615,5283,4063,2662,1343,815,1356,
净利润(扣除非经常性损益后)(万元),5533,4721,3369,2139,1041,469,1130,
经营活动产生的现金流量净额(万元),6102,4512,4592,3343,663,1567,1838,
现金及现金等价物净增加额(万元),1371,1303,-52,1282,149,86,162,
总资产(万元),39737,32822,23094,19923,18595,15829,12441,
流动资产(万元),21929,18953,10734,7586,6206,4036,2846,
总负债(万元),4926,4626,4403,5239,6650,6811,4237,
流动负债(万元),4224,3868,3499,4589,4475,3511,3927,
股东权益不含少数股东权益(万元),34811,28196,18703,14674,11945,9019,8204,
净资产收益率加权(%),21,24.77,24.37,19.98,12.29,9.46,18.01,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
