报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.03,0.03,0.04,0.05,0.09,0.18,0.19,0.14,0.1,0.08,0.09,0.12,0.21,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,3.49,3.35,3.22,3.75,3.74,3.62,3.39,3.43,3.37,3.3,3.26,3.19,3.41,2.92,2.8,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.02,0.07,0.26,0.32,-0.15,0.03,0.37,0.37,-0.07,0.01,-0.04,0.04,0.34,-0.02,--,--,--,
主营业务收入(万元),191748,178414,190435,181609,180515,205800,201098,191695,183670,152015,132607,139557,142254,133627,122422,104339,89379,75906,69237,68954,70539,62111,57815,52581,48850,
主营业务利润(万元),39417,38847,45975,43627,46115,49771,50885,45184,40033,35947,30444,23553,25929,27384,27387,24936,21290,19359,18285,19916,24248,26533,24188,--,--,
营业利润(万元),1526,2119,3056,351,1028,2920,4744,3476,2856,2511,-281,338,5071,3919,1798,2716,2330,2302,1980,4851,10670,10284,7668,--,--,
投资收益(万元),340,417,1411,97,-176,216,18,-203,-159,-280,-450,-129,319,-842,886,-242,-23,-16,7,622,376,0,0,--,--,
营业外收支净额(万元),669,663,1001,2817,4711,7015,4946,3789,2166,1782,4102,4331,0,546,-13,-155,-143,-123,98,139,219,0,--,--,--,
利润总额(万元),2195,2782,4057,3169,5739,9935,9691,7265,5022,4294,3821,4670,7808,3644,2674,2318,2263,2163,2085,5612,14933,9966,7256,--,--,
净利润(万元),1173,1157,1658,2232,4047,7771,7110,4807,3439,2683,2498,3350,6118,2826,1925,1740,1677,1672,1533,4875,11392,8518,4937,3524,2645,
净利润(扣除非经常性损益后)(万元),-2779,-3002,-3700,37,138,1719,2839,2246,1551,1368,1430,1482,4835,2209,1688,1788,1606,1795,1432,4736,9326,--,--,--,--,
经营活动产生的现金流量净额(万元),12306,6829,-9971,331,436,11888,-1113,-8985,821,2548,7420,8999,-4375,971,11864,11934,-2279,238,-1133,1336,10040,-594,--,--,--,
现金及现金等价物净增加额(万元),-803,-101,1267,-10034,14730,1091,15336,161,-10616,-11462,-8369,16999,408,14437,-10620,-4127,4737,-9163,-5723,29360,-32429,42268,--,--,--,
总资产(万元),459761,466189,468975,463994,466492,422448,380353,321269,288651,285910,275107,269317,232332,200684,228323,219766,217084,188774,191030,188708,131307,140459,78613,--,--,
流动资产(万元),335984,339936,342594,327143,336661,300728,270625,227943,198690,200327,194876,193562,163705,138392,164661,154678,158399,--,--,0,0,106482,53611,--,--,
总负债(万元),251515,260280,261719,256075,271139,230579,195588,196271,169978,171529,163082,155951,123729,99224,116280,110072,109671,84122,88773,79128,45151,58008,53737,--,--,
流动负债(万元),218602,209629,227539,215148,214947,194055,154482,158653,146943,135832,125978,133788,100245,89253,108296,105736,96185,--,--,0,0,48063,39970,--,--,
股东权益不含少数股东权益(万元),193944,193039,195233,192726,188711,185462,178365,119270,114442,109899,106894,106393,102973,96657,110088,108045,105900,104495,102104,109434,86146,82451,24876,19939,16416,
净资产收益率加权(%),0.61,0.59,0.85,1.17,2.16,4.27,4.92,4.11,3.07,2.48,2.38,3.2,6.12,2.59,1.77,1.63,1.6,1.62,1.51,5.1,0,24.22,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
