报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.6,0.44,0.42,0.52,1.07,0.86,0.71,0.58,0.41,0.27,0.19,0.1,0.09,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.6,2.34,2.12,1.93,1.83,1.67,1.65,4.25,6.11,5.41,5.28,5.21,0.41,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.45,0.29,0.41,0.29,0.41,0.19,-0.56,-0.02,0.62,0.18,0.68,0.49,0.2,--,--,
主营业务收入(万元),811996,710198,585229,510060,491569,412051,358429,301602,243401,181724,143491,131093,129026,114655,120763,67367,66534,50486,48824,51204,45676,39596,27221,
主营业务利润(万元),388487,346134,256879,192613,165958,120715,102183,93546,70656,57907,49764,44564,42685,31448,27120,37171,36346,22261,19997,19268,15193,15429,9854,
营业利润(万元),53980,41981,41191,42431,46542,33954,26605,22217,16319,11121,7460,3855,3109,1871,-9031,10176,9302,5791,4362,5169,3015,3271,1623,
投资收益(万元),4159,4157,1956,3796,1382,2258,499,1,0,8,--,202,320,-49,622,1152,66,355,311,25,-38,0,0,
营业外收支净额(万元),463,-268,-398,5662,4050,2641,1758,1979,1196,615,504,443,509,-475,-740,68,-186,313,281,396,56,0,0,
利润总额(万元),54443,41714,40793,48093,50591,36595,28363,24197,17515,11736,7964,4298,3618,1498,-8836,11411,9182,6458,4967,5701,3564,3749,2360,
净利润(万元),45431,33554,33010,40726,42085,29224,23162,18175,13012,8558,5832,3212,2907,1783,-4457,9178,7039,4459,3832,3518,2390,2408,1102,
净利润(扣除非经常性损益后)(万元),33251,25680,26099,31449,37713,25071,21323,16635,12094,8151,5492,2686,2307,1881,-4603,8875,6993,3712,3325,3057,--,--,--,
经营活动产生的现金流量净额(万元),42950,35207,24253,31116,47662,37913,24197,21333,14024,9082,12857,9159,13006,6125,-17452,-278,6123,1738,6707,4776,6024,--,--,
现金及现金等价物净增加额(万元),8985,39767,-1576,8903,5349,23822,847,5305,4114,204,3781,2874,-3118,-749,-13765,3908,-2849,-9869,-2221,34530,1160,--,--,
总资产(万元),743493,689161,633817,540226,494827,302407,288584,215177,162989,141599,124414,115699,119015,112829,123832,117195,94671,76328,76398,79880,43512,40544,30423,
流动资产(万元),480186,420102,405587,335999,300039,190242,205841,151809,114350,97915,81010,71497,72720,81386,92846,82492,62277,0,0,0,28849,26083,18763,
总负债(万元),310079,294311,256447,179025,161241,97440,100666,109506,71237,59584,50579,48648,55498,54444,65031,44875,28676,19211,20424,24115,29419,26506,17213,
流动负债(万元),277770,246814,203750,135220,116323,90878,97313,105012,69380,57575,47163,47248,55448,48586,58071,44660,27908,0,0,0,29366,26430,15422,
股东权益不含少数股东权益(万元),419620,382054,366588,355753,331176,192425,175799,93868,81818,73524,66579,60657,57451,52449,51814,66786,60015,53084,51886,51195,9850,8917,8658,
净资产收益率加权(%),11.35,8.78,9.15,11.9,18.37,15.84,18.15,20.94,17.01,12.24,9.17,5.44,5.19,3.38,-7.45,14.53,12.16,8.24,7.27,11.53,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
