报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.59,0.55,0.56,0.58,0.37,0.47,0.4,0.26,
每股净资产(元),--,--,--,3.72,3.14,2.76,2.6,2.2,
每股经营活动产生的现金流量净额(元),--,--,--,1,0.81,1.02,0.66,0.82,
主营业务收入(万元),85210,77454,72760,54924,47586,54303,48023,40736,
主营业务利润(万元),21139,19654,18298,14440,12787,14107,12886,11038,
营业利润(万元),8950,8738,7427,5857,3972,4813,3849,2501,
投资收益(万元),12,394,42,--,--,--,--,--,
营业外收支净额(万元),-41,-61,-118,207,133,75,284,173,
利润总额(万元),8909,8678,7309,6064,4106,4888,4133,2674,
净利润(万元),7472,7047,6290,5556,3567,4215,3576,2318,
净利润(扣除非经常性损益后)(万元),6533,6470,6201,5332,3450,4244,3290,2139,
经营活动产生的现金流量净额(万元),3493,3813,-9393,9510,7764,9730,5901,7336,
现金及现金等价物净增加额(万元),10023,1316,2011,-419,-400,772,1046,-1351,
总资产(万元),150327,108553,103161,72216,66934,65944,64464,60027,
流动资产(万元),73287,63298,64888,36901,32092,33065,32183,26599,
总负债(万元),66390,36730,35049,36310,36517,39588,40106,39075,
流动负债(万元),54923,33165,34205,35463,32835,31974,33095,34110,
股东权益不含少数股东权益(万元),76218,71835,67803,35541,29984,26357,23358,19783,
净资产收益率加权(%),10.13,10.14,12.17,16.96,12.67,16.55,16.58,12.45,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
