报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.16,0.21,0.29,0.27,0.27,0.22,0.29,-0.08,-0.24,0.01,0.24,0.15,0.22,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.53,1.77,2.8,2.71,2.99,3.11,3.27,2.2,1.62,1.36,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.09,0.04,0.17,-0.17,0.55,-0.2,0.44,0.57,0.1,0.58,
主营业务收入(万元),667683,685582,716445,681551,685366,538246,372681,142140,134490,145160,136764,162417,176754,166162,135173,128602,89596,88472,
主营业务利润(万元),107661,116205,108575,110522,97547,67491,50561,20059,14846,23404,30283,27668,23988,21061,23860,25687,20597,13456,
营业利润(万元),22521,34975,43972,52976,48728,36656,29365,-7935,-14361,-1336,7987,3714,5619,3614,6510,10093,7689,5231,
投资收益(万元),58,-499,-1783,-172,306,336,--,231,-133,10,-108,31,0,-4,-148,57,-4,-2,
营业外收支净额(万元),-105,-228,1545,2152,508,195,95,194,41,-26,-231,-151,--,-134,-129,-97,-59,-60,
利润总额(万元),22416,34748,45518,55128,49235,36851,29460,-7741,-14321,-1362,7756,3563,5900,3476,6335,10212,7627,5169,
净利润(万元),20890,28511,36677,33951,33542,26879,21990,-3852,-10735,573,6867,4360,5481,3276,5333,8589,6955,4920,
净利润(扣除非经常性损益后)(万元),20175,28709,34259,31936,33297,26740,21919,-4098,-10772,669,7113,4437,5246,3366,5375,0,0,0,
经营活动产生的现金流量净额(万元),74537,-79935,-39672,-56934,34437,-73865,-44860,-2798,-3893,1781,4756,-4905,13642,-4498,9928,8496,1593,0,
现金及现金等价物净增加额(万元),-43983,-85000,43222,34460,27628,1440,1431,-8395,4266,-760,-18339,-3331,6737,16000,2077,9931,-1634,0,
总资产(万元),1020893,925203,837705,876234,689564,491786,279094,106617,116578,131941,122257,142250,135752,116129,106173,70084,56428,45710,
流动资产(万元),987693,888711,775517,778876,591982,433040,260305,73563,77932,93599,86394,108422,119346,99474,88829,51976,38088,28374,
总负债(万元),607243,524109,453117,579612,430422,274729,174311,33368,41133,43430,34353,48355,48724,38182,25890,29853,26119,19497,
流动负债(万元),607243,463265,337668,524420,429526,273389,174311,30885,39240,40297,32379,45857,46776,38182,25890,29853,25819,19497,
股东权益不含少数股东权益(万元),408910,395523,372962,270671,243040,207212,104237,65602,69453,80189,79276,76780,73791,69708,73223,33137,24473,20519,
净资产收益率加权(%),5.14,7.41,12.32,12.99,14.9,15.37,27.93,-5.7,-14.35,0.72,8.71,5.79,7.65,4.62,9.8,29.86,30.82,27.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
