报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.1,0.19,0.19,0.21,0.38,0.34,0.31,0.6,0.74,0.65,0.69,0.57,0.5,0.44,
每股净资产(元),--,--,--,--,--,--,--,--,9.91,9.28,3.78,3.26,2.68,2.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.12,-1,0.41,0.16,0.37,0.53,
主营业务收入(万元),184135,196189,161851,142163,128579,110875,88578,83419,54785,39465,30258,27434,24650,17317,
主营业务利润(万元),62780,60136,56763,48189,47206,37954,30175,29498,21025,16039,13060,12367,10547,7833,
营业利润(万元),7384,10460,11147,8521,15176,11623,8861,10546,6592,4244,3287,2974,2735,1655,
投资收益(万元),-153,-640,277,943,-45,20,253,120,88,19,0,--,--,0,
营业外收支净额(万元),1472,-446,545,3460,3715,3955,4716,2735,1559,2028,1755,1138,826,842,
利润总额(万元),8857,10014,11691,11981,18890,15578,13577,13281,8151,6272,5042,4112,3561,2497,
净利润(万元),5172,7340,7153,7898,14411,12969,11415,10277,6324,5460,4408,3673,2925,2245,
净利润(扣除非经常性损益后)(万元),3851,7439,6575,6965,13549,12095,10844,9644,5902,4776,3967,3551,2726,1791,
经营活动产生的现金流量净额(万元),26859,23923,2598,-16637,-5821,3827,1674,1071,1003,-8560,2613,1029,2387,2692,
现金及现金等价物净增加额(万元),3511,-5106,19239,2126,2523,6247,6946,-9169,1057,30108,-104,363,2706,2604,
总资产(万元),358375,375157,360151,292045,234416,199276,164585,138317,115682,95213,42655,39071,33795,26794,
流动资产(万元),269685,283361,271572,220422,178816,153508,125127,111099,94449,88340,38034,35241,30588,24240,
总负债(万元),156680,172570,166084,126874,77208,57732,34745,40819,28004,14136,18050,18184,16631,15722,
流动负债(万元),121898,143910,109169,98520,71932,52297,34699,40748,27932,14061,17974,17401,15546,15635,
股东权益不含少数股东权益(万元),178740,180466,174708,152985,147363,135226,124531,93800,85244,79780,24193,20585,16912,10867,
净资产收益率加权(%),2.87,4.14,4.47,5.27,10.23,10.01,9.99,11.52,7.68,7.45,19.92,19.59,20.67,21.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
