报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),2.35,1.59,1.32,1.1,1.15,1.14,1.51,1.18,1.1,1.08,1.06,0.91,1.3,--,1,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.93,6.49,7.13,5.74,9.73,6.59,2.37,2.85,2.02,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.33,-4.89,-0.33,-3.1,-7.65,-7.31,-2.09,-5.84,-2.85,
主营业务收入(万元),23593356,19451384,14630624,15475214,12342878,10905650,9235552,6890576,4703622,3589412,2298661,1551990,811523,402722,235642,155907,62132,
主营业务利润(万元),6068010,4708982,3300667,2985755,2881857,2378619,2017818,1681341,1242604,866442,592612,478571,228464,112521,84770,42288,16967,
营业利润(万元),5040228,3559264,2552692,2312322,2272441,1898053,1600682,1339357,996409,742446,522030,383681,205385,85166,65668,30518,10331,
投资收益(万元),370159,268975,168043,124692,99256,115279,63505,41137,-1819,4200,163,9709,20746,19931,-39,-98,-8,
营业外收支净额(万元),12844,18766,17253,18735,17635,5129,9487,13855,11000,-1989,15875,18648,--,-357,-59,21,-92,
利润总额(万元),5053072,3578030,2569945,2331057,2290076,1903182,1610170,1353213,1007409,740457,537905,402328,240309,104740,65570,30441,10231,
净利润(万元),2795902,1890372,1562589,1242155,1234758,1220032,1074716,843823,653095,491998,351923,223886,148909,65877,40685,18909,7003,
净利润(扣除非经常性损益后)(万元),2716425,1805026,1543897,1225780,1223380,1201276,1068496,834781,646161,492807,341402,210036,123520,66199,40764,18894,6958,
经营活动产生的现金流量净额(万元),3915532,1189332,-2929586,3405396,1778465,-1045837,-975411,309258,-792191,-2236990,-114479,-759047,-937580,-402186,-83685,-116701,-56930,
现金及现金等价物净增加额(万元),2589864,4509279,2101285,977326,-240485,623970,53214,1442742,-97883,390353,975815,84377,370552,20612,45626,6027,-2670,
总资产(万元),103320872,84649392,69645175,46799677,40383320,36576564,31393985,25116862,19501457,15232797,8983072,5363216,4089466,1649605,801547,421847,185454,
流动资产(万元),93692197,76648150,64615693,43512203,38467519,35085801,30300805,24312803,18799139,14667166,8850416,5321124,4062213,1628462,791472,419124,182966,
总负债(万元),80368671,65999957,53821209,34989483,30669282,28489336,24478668,19638910,15295016,12030764,6286918,3795902,2806019,1248941,681241,343378,131596,
流动负债(万元),59970048,44489696,36295005,25079583,22183374,18731349,16663456,14047113,9858594,6889667,3823362,1951472,1891020,886539,559890,236981,87757,
股东权益不含少数股东权益(万元),15602194,12192252,10697980,8925319,7152256,6140954,5176287,4248638,3525766,2970929,2508824,1407937,1192524,362679,95030,57044,40442,
净资产收益率加权(%),21.01,16.63,16.32,15.53,18.63,21.65,22.95,21.84,20.2,18.02,18.64,17.25,22.42,31.07,54.05,38.78,18.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
