报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.5,0.63,0.52,0.43,1.18,1.09,-0.16,-0.17,0.01,0.06,-0.19,-0.22,0.03,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1,0.99,0.93,1.12,1.58,1.65,1.6,1.59,1.54,2.18,2.22,2.53,2.47,1.39,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.08,0.42,0.18,0.12,0.06,0.45,-0.13,1.2,0.16,0.06,-0.3,0.17,-0.16,--,--,--,
主营业务收入(万元),932750,1003062,903240,827634,961908,835223,176789,156528,177515,203922,162166,202116,221469,173669,165688,141288,49447,51529,45092,52152,29215,25672,23692,21787,
主营业务利润(万元),170439,189823,166082,127955,178669,154482,9872,7618,10215,11839,9467,9450,11828,7941,8513,6428,-335,6197,6292,7961,5973,9109,9040,8333,
营业利润(万元),81223,104362,86524,72158,95487,69106,-4551,-4724,235,3022,-3864,-5184,1145,-286,1291,1522,-12584,986,-1809,3243,3540,7361,6968,6686,
投资收益(万元),549,1026,1695,1019,394,--,-23,101,871,173,10,-714,1254,1867,199,707,-387,-287,-226,446,2,0,0,0,
营业外收支净额(万元),-105,-894,-510,1053,1220,1840,82,104,671,527,94,305,--,640,13,29,-1020,7,136,510,519,0,0,0,
利润总额(万元),81118,103468,86014,73211,96707,70946,-4469,-4621,906,3548,-3770,-4878,1377,2224,2086,2366,-13771,836,-1707,4356,4324,7320,6898,6614,
净利润(万元),65105,81884,68015,56309,74763,57109,-4179,-4417,293,1606,-4861,-4778,602,1095,403,319,-13552,216,-1781,3714,3210,5141,4775,4697,
净利润(扣除非经常性损益后)(万元),63872,81842,67232,55470,73731,52398,-4289,-4523,-923,817,-5376,-4842,67,-3080,-2438,-2770,-13105,-44,-1927,3297,2471,--,--,--,
经营活动产生的现金流量净额(万元),150562,18540,91520,75043,64406,65154,-1579,-4958,2028,10769,4556,3025,1217,9732,-2695,25855,3420,1348,-6375,3687,-3479,--,--,--,
现金及现金等价物净增加额(万元),121430,-25908,76916,-73674,84804,-25834,871,-11191,-1231,2074,3171,1888,-5209,4949,3554,-1496,6821,-7310,3450,-3696,13521,--,--,--,
总资产(万元),971808,899885,874522,788901,697049,518612,133565,114777,121446,129734,127852,120634,119190,121278,114069,94584,96441,98429,109455,105661,94582,45530,39778,26353,
流动资产(万元),573164,524972,521333,403688,401464,273876,89915,71603,78415,78775,77832,77447,83112,85447,81867,74864,72872,--,--,0,0,23597,17657,12359,
总负债(万元),302295,262314,290872,254970,196893,226696,103826,78546,80516,88171,87605,75433,68091,69550,68726,52797,59890,47862,57430,46010,35242,17761,17898,10882,
流动负债(万元),248223,251144,279132,245313,190313,208541,103778,78488,80453,88104,86275,73406,67957,69550,68320,51043,57922,--,--,0,0,17761,17898,10882,
股东权益不含少数股东权益(万元),651039,621914,568288,518566,468722,273329,16215,21362,25781,25528,23988,28884,33923,35577,34507,34147,33148,46902,47829,54371,53062,24104,18963,13317,
净资产收益率加权(%),10.19,13.71,12.56,11.53,19.68,23.43,-22.63,-18.74,1.14,6.48,-18.38,-15.15,1.79,3.12,1.17,0.96,-33.77,0.46,-3.64,6.76,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
