报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),2.56,3.06,2.89,2.36,2.21,0.4,--,
每股净资产(元),--,15.51,12.45,9.56,7.13,2.64,2.96,
每股经营活动产生的现金流量净额(元),--,5.21,-6.34,1.2,1.79,0.04,0.2,
主营业务收入(万元),105409,105365,85485,56166,31282,12988,3512,
主营业务利润(万元),21877,20805,19755,16077,12366,4841,717,
营业利润(万元),11700,11274,10636,7925,7456,1430,-1046,
投资收益(万元),-937,--,--,--,--,--,--,
营业外收支净额(万元),-282,-212,-62,842,390,232,648,
利润总额(万元),11417,11062,10575,8766,7845,1662,-398,
净利润(万元),10015,9812,9273,7561,6691,1200,-288,
净利润(扣除非经常性损益后)(万元),5996,8322,7770,7063,6621,1703,-828,
经营活动产生的现金流量净额(万元),28872,16714,-20312,3858,5752,106,401,
现金及现金等价物净增加额(万元),16608,2755,-175,-4813,4083,1440,-559,
总资产(万元),170919,101837,89614,61148,36482,16461,10320,
流动资产(万元),94150,59894,54034,24934,19325,9074,3592,
总负债(万元),72101,52108,49697,30503,13616,8548,4408,
流动负债(万元),66008,43862,45226,23557,11083,6357,1925,
股东权益不含少数股东权益(万元),94790,49729,39917,30645,22866,7913,5912,
净资产收益率加权(%),12.55,21.89,26.28,28.37,54.21,18.23,-4.76,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
