报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.6,0.33,0.42,0.41,0.27,0.48,0.42,0.37,0.26,0.48,0.6,0.56,0.5,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.83,4.6,4.48,5.07,4.04,5.36,2.95,2.38,1.96,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.18,0.85,-3.16,1.05,0.53,0.89,0.62,0.6,0,
主营业务收入(万元),747632,527303,463003,444414,416729,401463,372476,332731,298398,236905,207469,106839,67065,42040,37128,28229,23555,
主营业务利润(万元),185075,108873,106507,107834,90531,78550,62503,52253,44690,40241,34863,23048,15034,8978,8007,5056,4108,
营业利润(万元),59068,33323,42575,38730,24041,21606,17318,11974,8074,11440,10582,8346,4690,3892,2790,2030,1716,
投资收益(万元),2287,1136,-532,-51,4106,-1158,2592,1930,1842,-687,-207,-17,--,26,-84,31,11,
营业外收支净额(万元),-76,119,286,3889,2954,1360,906,1437,1020,1132,616,466,--,-132,0,0,0,
利润总额(万元),58993,33441,42861,42619,26995,22966,18224,13411,9094,12573,11198,8812,4854,3786,2666,2048,1712,
净利润(万元),64449,31373,40715,39254,24579,20763,16980,10801,7689,10743,9845,6487,4834,3818,2747,2014,1760,
净利润(扣除非经常性损益后)(万元),63602,29023,39438,35550,16782,19454,16314,9507,6845,10035,9277,5902,4671,3814,2787,2028,1799,
经营活动产生的现金流量净额(万元),30698,-117844,64933,31605,51219,48461,9061,28280,34861,19283,-51768,13173,5110,5671,2990,2892,854,
现金及现金等价物净增加额(万元),-12164,28322,94963,7188,8000,13587,-11113,1619,22253,7921,-5012,1322,-9416,14953,1232,-409,191,
总资产(万元),1115446,850874,587285,449082,380526,301110,287640,252707,230062,190580,172324,103875,64993,59049,35567,25821,21012,
流动资产(万元),669442,585766,357539,254105,206578,149066,142545,129098,125204,110444,103557,41615,34007,33325,16060,12095,11609,
总负债(万元),598965,522993,281767,178657,142004,114103,115587,128845,117049,85956,98420,39752,25907,24136,20759,13672,11107,
流动负债(万元),430096,354660,176293,165671,126874,101302,101881,107854,90044,65451,89915,30247,15402,9731,6699,10612,6747,
股东权益不含少数股东权益(万元),459280,320960,298593,262900,235195,185015,169462,120782,112928,104335,73373,63861,38825,34294,14155,11408,9390,
净资产收益率加权(%),16.83,10.16,14.66,15.82,10.9,11.74,11.94,9.26,7.07,11.62,14.31,14.8,13.15,23.55,21.49,19.37,20.68,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
