报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.57,0.48,0.51,0.6,0.51,0.47,0.58,--,
每股净资产(元),--,--,--,3.9,3.3,2.79,2.44,--,
每股经营活动产生的现金流量净额(元),--,--,--,1.01,0.22,0.18,0.33,--,
主营业务收入(万元),79630,58322,25191,19242,15487,12060,12018,8259,
主营业务利润(万元),23065,15909,8627,6592,6049,4822,4858,3479,
营业利润(万元),13651,8625,5538,3927,3510,2991,3401,2476,
投资收益(万元),-13,11,-18,-3,-0,--,0,74,
营业外收支净额(万元),346,492,368,319,115,250,231,153,
利润总额(万元),13997,9117,5906,4245,3625,3241,3632,2629,
净利润(万元),9999,6515,4924,3580,3062,2833,3468,2250,
净利润(扣除非经常性损益后)(万元),9362,6126,4611,3309,2969,2620,3271,2120,
经营活动产生的现金流量净额(万元),22237,1057,7652,6087,1318,1075,1986,1708,
现金及现金等价物净增加额(万元),29034,-12443,23818,1040,-1695,75,4740,-1389,
总资产(万元),124619,94063,66918,38050,33793,24270,21321,14214,
流动资产(万元),84742,56576,52002,24863,23629,16461,13384,6475,
总负债(万元),50273,36112,20495,14641,13964,7503,6687,6420,
流动负债(万元),35742,35019,19540,12963,13910,7503,6687,6420,
股东权益不含少数股东权益(万元),60616,48876,43848,23409,19829,16767,14634,7752,
净资产收益率加权(%),18.87,14.09,12.97,16.56,16.74,18.04,32.15,35.25,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
