报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),3.74,2.39,1.89,1.4,0.68,0.36,0.56,0.47,
每股净资产(元),7.27,5.03,3.63,2.71,2.67,1.24,2.95,1.58,
每股经营活动产生的现金流量净额(元),2.71,1.5,2.54,1.27,--,--,1.55,0.18,
主营业务收入(万元),163143,109951,75842,36886,11444,9269,9762,6910,
主营业务利润(万元),35914,27059,19579,13864,6196,4340,3824,2990,
营业利润(万元),22873,14798,11813,9194,2513,1660,1257,852,
投资收益(万元),--,--,137,45,--,--,--,--,
营业外收支净额(万元),-35,-54,-1,278,573,-1,23,36,
利润总额(万元),22838,14744,11812,9472,3086,1659,1280,887,
净利润(万元),19362,12403,9776,7255,2448,1259,590,473,
净利润(扣除非经常性损益后)(万元),18210,12061,9326,7018,2216,1261,573,446,
经营活动产生的现金流量净额(万元),14050,7795,13169,6591,2384,1212,1627,176,
现金及现金等价物净增加额(万元),8437,3107,10257,3363,5538,-8,1497,435,
总资产(万元),84954,65564,52199,30331,15105,8068,8075,5060,
流动资产(万元),83464,64157,51801,29597,13627,6006,5480,3213,
总负债(万元),47315,39517,33374,16284,5224,3721,4987,3479,
流动负债(万元),45915,39117,31974,15884,5224,3721,4987,3479,
股东权益不含少数股东权益(万元),37640,26047,18824,14047,9881,4347,3088,1581,
净资产收益率加权(%),60.8,56.37,58.01,64.48,34.41,33.86,27.03,49.82,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
