报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.13,0.09,0.05,0.06,0.04,0.07,0.01,-0.56,0.03,0.03,-0.16,0.34,0.41,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.52,3.49,3.47,3.7,5.04,4.62,4.51,4.49,4.49,4.5,4.77,4.76,4.67,1.25,0.76,0.69,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.29,0.45,0.09,0.61,0.41,0.21,0.25,-0.13,-0.01,0.13,-0.13,0.13,-0.19,0,0,0,
主营业务收入(万元),1045245,476791,407962,380798,258955,242294,49087,40900,59819,66850,47510,102546,68491,49027,32430,28795,19669,12083,10836,11918,11080,17084,15843,14858,
主营业务利润(万元),36878,30278,25944,22991,19635,14364,7173,-3641,5571,6934,3226,15942,14429,6985,5215,4355,2499,-419,2972,3077,5294,4946,5056,4427,
营业利润(万元),11605,9268,4696,4373,2574,-3320,525,-12682,557,734,-4614,8329,7288,1814,486,3,-300,-3306,605,1975,5766,4218,4534,3498,
投资收益(万元),3406,5322,3819,2618,996,4851,19,819,2251,10,3,23,53,-15,-3,-93,231,177,143,1196,38,0,0,0,
营业外收支净额(万元),538,735,727,1254,883,13323,5,6,23,93,568,472,61,27,-2,644,921,31,-10,434,305,0,0,0,
利润总额(万元),12143,10003,5423,5628,3457,10004,530,-12676,581,827,-4046,8802,7349,1827,481,553,856,-3098,741,3625,6108,4251,4534,3502,
净利润(万元),10594,7897,4356,4789,3034,6023,193,-12288,630,563,-3373,7343,5948,1788,366,234,147,-3376,373,4467,4985,4120,4360,3289,
净利润(扣除非经常性损益后)(万元),5511,2795,-91,1183,1790,-10740,188,--,-680,484,-4114,6975,6327,1129,292,-384,-2517,-3494,127,2167,4715,0,0,0,
经营活动产生的现金流量净额(万元),3427,11226,3907,-12908,-11512,-8216,-1945,2085,6288,9836,1920,13231,6012,3081,3621,-1942,-89,1929,-1816,1885,-2695,0,0,0,
现金及现金等价物净增加额(万元),-7916,-14328,42972,-101770,4167,20738,31103,-1705,1147,7157,-709,3396,436,1180,-6428,6266,-5454,-7549,11028,-8866,13709,0,0,0,
总资产(万元),380518,350981,333220,323909,309281,313282,145305,108835,121026,123122,112473,113440,113659,106952,105856,124520,109013,97420,88888,74718,80609,20100,10223,9712,
流动资产(万元),255150,247283,263343,267448,258660,262655,85226,47891,58650,60548,51483,52690,52999,45395,42381,47996,40552,0,0,0,0,4824,3880,3826,
总负债(万元),53934,39780,31412,27383,18397,25771,23666,44491,44399,47117,37030,32886,40579,40031,40511,52928,36556,24716,12213,4744,12183,8783,2996,3241,
流动负债(万元),39955,25287,17716,14154,11910,21691,20294,40734,39391,40087,36083,32886,37779,36877,33950,45958,27553,0,0,0,0,1163,886,631,
股东权益不含少数股东权益(万元),306212,294584,285364,281452,276071,272982,121639,64343,76627,76004,75443,80555,73080,66921,65346,65058,65092,65220,69140,69041,67701,10035,6059,5520,
净资产收益率加权(%),3.53,2.73,1.54,1.72,1.05,1.93,0.19,--,0.83,0.74,-4.28,9.57,8.51,2.7,0.56,0.36,0.23,-5.03,0.54,6.39,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
