报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.06,0.06,0.09,0.07,0.06,0.05,0.06,0.09,0.13,0.33,0.4,0.29,0.29,0.19,
每股净资产(元),--,--,--,--,--,--,--,2.85,2.73,3.98,3.68,1.85,1.56,1.27,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.06,-1.08,0.64,0.58,0.43,0.2,
主营业务收入(万元),1112636,1025272,980644,652642,511471,580780,488406,349232,289865,240902,232105,164661,125059,74734,
主营业务利润(万元),99102,94243,82893,56074,41321,49011,48128,34030,26343,23257,19787,17291,14444,8737,
营业利润(万元),12374,12663,12639,4453,-90,-895,2780,3816,5150,6986,6409,4703,4518,2710,
投资收益(万元),920,162,159,1293,3266,219,358,231,250,3400,0,58,25,52,
营业外收支净额(万元),2116,275,-445,1208,2181,3651,1577,1634,1759,842,427,16,213,324,
利润总额(万元),14490,12938,12193,5661,2091,2756,4357,5450,6909,7828,6836,4720,4730,3033,
净利润(万元),5349,5313,5060,4015,3365,3007,2381,3754,5276,6303,5859,4115,4139,2540,
净利润(扣除非经常性损益后)(万元),2145,4073,4644,3145,-198,196,1035,2387,3433,3036,5496,4051,3951,2635,
经营活动产生的现金流量净额(万元),18052,75356,35855,17588,-4802,32109,-36158,-56186,-2575,-20392,12034,8254,6167,2897,
现金及现金等价物净增加额(万元),-7874,-1452,92349,-24488,127565,24359,-56400,79266,19349,-9043,34843,9937,-326,1419,
总资产(万元),2757509,2285792,1952048,1537082,1270805,1003840,837018,644229,425151,285326,183943,121494,81493,58313,
流动资产(万元),1222939,1126532,1159735,998147,873936,646971,505677,407242,277478,193910,147992,90360,57532,45875,
总负债(万元),2373091,1908887,1628382,1255540,1015440,866584,700172,516455,303117,207569,114166,95210,59324,40039,
流动负债(万元),1222636,1303532,1084423,831382,695552,604260,404202,303763,170769,120331,93843,87210,58324,39538,
股东权益不含少数股东权益(万元),185292,192460,183039,176255,148351,128212,127547,122240,116857,75322,69777,26284,22169,18030,
净资产收益率加权(%),3.89,2.83,2.81,2.47,2.43,2.32,1.93,3.16,6.53,8.69,18.11,16.98,20.59,15.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
