报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.47,0.22,0.1,0.16,0.22,0.16,0.34,0.4,1.01,0.9,0.64,0.48,0.41,
每股净资产(元),--,--,--,--,--,--,4.18,3.93,7.4,2.74,1.84,1.33,1.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.42,0.35,1.18,1.12,0.95,0.69,0.2,
主营业务收入(万元),45953,35635,30030,30391,26495,21943,22718,21725,25579,20674,17769,14979,14041,
主营业务利润(万元),26247,18620,14728,15121,13809,11371,11925,11651,14312,11491,9455,7600,6139,
营业利润(万元),14780,7201,4240,6046,7018,5283,6362,7409,8548,6272,4418,3088,2771,
投资收益(万元),4672,1710,1354,545,641,3,--,--,--,--,--,--,--,
营业外收支净额(万元),-115,-220,-250,-161,363,108,40,121,165,72,121,324,130,
利润总额(万元),14665,6980,3990,5885,7381,5391,6402,7530,8713,6344,4539,3413,2902,
净利润(万元),13619,6206,2881,4703,6217,4493,5361,6407,7387,5397,3859,2896,2481,
净利润(扣除非经常性损益后)(万元),12315,4934,1316,3920,5343,4386,5307,6289,7229,5321,3826,2752,1969,
经营活动产生的现金流量净额(万元),13773,8857,6995,5474,7695,4841,6779,5649,9453,6702,5678,4122,1210,
现金及现金等价物净增加额(万元),-871,8649,-2777,-827,1648,-30904,1690,-2065,37932,3501,2237,1335,1927,
总资产(万元),112214,96513,88585,86732,83903,75277,71875,67454,64919,27573,23689,20535,19191,
流动资产(万元),80448,67789,59005,52787,50473,46978,53715,52038,53443,15641,11344,9588,10302,
总负债(万元),16862,13628,9313,8902,9048,5487,4978,4638,5710,11148,12661,12579,10945,
流动负债(万元),16611,13348,9013,8567,8813,5480,4974,4638,5710,11148,9661,9516,10828,
股东权益不含少数股东权益(万元),95352,82885,79271,77830,74855,69790,66897,62816,59209,16425,11028,7957,8197,
净资产收益率加权(%),15.28,7.65,3.67,6.17,8.62,6.59,8.28,10.54,16.59,39.32,41.52,36,27.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
