报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.01,-0.08,0,-0.06,0.05,0.03,0.03,0.12,0.21,0.37,0.18,0.19,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.03,1.27,1.4,1.64,1.44,1.11,1.12,1.1,1.07,2.9,2.93,3.05,2.95,3.72,3.46,3.27,1.69,1.58,1.45,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.34,0.47,0.73,0.81,0.8,0.47,0.33,0.78,-0.18,0.31,0.76,0.34,0.49,0.64,--,--,--,--,--,
主营业务收入(万元),185780,212946,232101,220716,236656,249748,289511,264150,230025,185769,147272,134879,113547,99362,92046,84173,66511,59634,55946,46789,38976,39736,35979,35553,31447,34222,33964,
主营业务利润(万元),33032,33460,32060,29834,30506,35671,40055,39717,34275,29716,23652,21750,18460,13088,11941,10930,9794,9135,8505,7023,6401,7033,2399,2848,2328,2756,1855,
营业利润(万元),1691,-3944,477,-3378,2755,2373,2474,8148,6787,11353,3905,3555,2310,473,1735,1937,-9080,1204,2071,1083,1012,2256,2438,2848,2673,2766,1878,
投资收益(万元),49,18,-13,42,6559,83,91,73,17,7841,154,128,110,16,-261,56,-6,-5,-56,931,1001,477,-311,1230,398,390,1322,
营业外收支净额(万元),-685,-667,339,213,211,229,498,-37,220,-218,-318,223,-14,-234,-528,-1149,-971,0,15,-11,6,-25,0,0,--,--,--,
利润总额(万元),1006,-4610,815,-3166,2966,2602,2972,8111,7007,11135,3587,3778,2296,256,946,844,-10047,1193,2032,2003,2020,2709,2103,4371,3410,3199,3174,
净利润(万元),475,-4486,177,-3428,2768,1626,1697,6442,5834,9760,2875,2783,1390,246,587,407,-10722,876,1652,1794,1744,2312,1791,3618,2280,2141,2412,
净利润(扣除非经常性损益后)(万元),1139,-3950,-920,-3597,-3858,1429,1266,6479,5651,2586,3081,2518,1289,934,1170,1563,945,0,1703,1793,1000,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),3022,-5648,-16360,15558,9102,-20463,8151,-399,11681,12192,12703,11722,11514,6809,4781,11268,-2639,2818,6887,3081,4436,5782,--,--,--,--,--,
现金及现金等价物净增加额(万元),-3544,-2682,3580,3850,1872,-22699,11889,-10636,9227,11974,652,5319,-3775,2025,347,9778,5348,429,3731,-126,421,835,--,--,--,--,--,
总资产(万元),189307,204829,223780,224262,221665,207928,218920,210148,185872,108827,89053,90872,87972,91178,95616,97793,66163,62134,61276,62799,58935,66704,60385,65214,38964,38853,35499,
流动资产(万元),50636,59064,72477,68093,56481,55591,74061,61821,68330,58953,37171,36302,30294,35918,61978,66363,34039,0,0,0,0,39376,36736,47105,26728,29371,30855,
总负债(万元),86794,103116,117418,118077,111181,99722,111794,103002,82784,75827,64071,66398,67084,75153,79345,81581,50034,35930,34815,35091,30690,31646,27594,34199,27244,27797,26250,
流动负债(万元),85432,102461,117418,118077,111181,99722,111794,101657,80094,71767,58624,66344,67030,75153,79345,81581,50034,0,0,0,0,31117,27594,33199,23547,27600,20954,
股东权益不含少数股东权益(万元),102513,101712,106362,106185,110484,108207,107125,107146,103087,33000,24254,23670,20888,16016,16254,15889,15482,26204,26461,27597,26669,33606,31325,29526,10718,10054,9249,
净资产收益率加权(%),0.47,-4.31,0.17,-3.16,2.53,1.51,1.58,6.15,11.22,33.5,11.39,12.49,6.88,1.51,3.63,2.59,-105.94,3.4,6.31,6.61,6.69,--,--,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
