报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.73,0.66,0.44,1.03,1.22,0.88,0.77,0.88,0.8,
每股净资产(元),--,--,--,--,3.94,2.99,4.25,3.17,2.49,
每股经营活动产生的现金流量净额(元),--,--,--,--,1.34,0.62,1.04,0.64,0.52,
主营业务收入(万元),75323,79408,48979,42104,50216,41112,34770,23852,16345,
主营业务利润(万元),24265,26551,16839,14760,17944,13738,12713,7906,6897,
营业利润(万元),19252,18191,11680,11522,13469,9767,8470,5333,4559,
投资收益(万元),1418,816,1470,--,--,--,--,--,--,
营业外收支净额(万元),40,-358,-50,260,235,149,171,199,127,
利润总额(万元),19292,17833,11631,11781,13703,9915,8641,5532,4686,
净利润(万元),16806,15273,10011,10140,11644,8426,7342,4706,3919,
净利润(扣除非经常性损益后)(万元),14403,14370,8664,9919,11445,8299,7197,4538,3812,
经营活动产生的现金流量净额(万元),23689,4120,13392,15649,12815,5962,9993,3431,2763,
现金及现金等价物净增加额(万元),4618,43828,-72279,68263,8183,-4035,6776,1618,631,
总资产(万元),148599,147989,126372,117129,47107,37635,28954,21783,16574,
流动资产(万元),117688,117786,99512,98517,34985,25685,23482,16458,11497,
总负债(万元),17296,25621,14068,10770,9378,8963,6312,4885,3319,
流动负债(万元),15850,23741,12215,10533,9063,8883,6192,4725,3319,
股东权益不含少数股东权益(万元),130253,121727,111514,106358,37729,28672,22642,16897,13256,
净资产收益率加权(%),13.49,13.1,9.19,22.64,36.01,33.82,37.64,31.4,36.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
