报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),-0.37,0.34,1.07,1.09,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,-1,1.51,-0.15,0.63,
主营业务收入(万元),46994,50606,42394,38151,29484,23856,21312,
主营业务利润(万元),9772,13852,12131,12559,11714,8045,8242,
营业利润(万元),-5208,3967,7165,7208,7024,5200,6300,
投资收益(万元),504,161,108,142,232,135,3,
营业外收支净额(万元),-27,10,2,182,106,365,-1,
利润总额(万元),-5235,3976,7167,7390,7130,5565,6299,
净利润(万元),-4028,3612,6201,6309,6047,4737,4697,
净利润(扣除非经常性损益后)(万元),-5078,3158,5735,6154,6523,4631,4735,
经营活动产生的现金流量净额(万元),-5121,-5938,-3855,-5789,8745,-876,3650,
现金及现金等价物净增加额(万元),-4866,5392,-5187,-6791,10478,-1390,2099,
总资产(万元),125762,110273,68961,56207,55255,46069,39812,
流动资产(万元),111593,103523,64039,53509,52779,44962,39311,
总负债(万元),67493,47310,39859,33298,38626,33970,34308,
流动负债(万元),67321,47310,38673,33098,38276,33820,34308,
股东权益不含少数股东权益(万元),58372,63049,29173,22972,16663,12117,5498,
净资产收益率加权(%),-6.63,6.07,23.78,31.84,40.13,51.92,149.11,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
