报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.7,0.81,0.91,0.83,0.54,0.51,0.39,
每股净资产(元),--,--,--,5.26,4.35,3.81,3.3,
每股经营活动产生的现金流量净额(元),--,--,--,1.28,0.88,0.84,0.74,
主营业务收入(万元),34920,35513,29464,26411,24980,26014,19442,
主营业务利润(万元),9363,10429,10206,8540,5947,5977,4519,
营业利润(万元),5711,6506,5928,4911,2980,3233,2452,
投资收益(万元),444,784,47,--,--,--,--,
营业外收支净额(万元),-24,-11,289,267,511,79,95,
利润总额(万元),5687,6495,6217,5178,3491,3311,2546,
净利润(万元),4769,5482,5290,4258,2753,2594,1987,
净利润(扣除非经常性损益后)(万元),2381,4502,4888,4335,2361,2525,1905,
经营活动产生的现金流量净额(万元),5583,4249,5054,6535,4477,4267,3783,
现金及现金等价物净增加额(万元),4928,-6730,10812,2622,-973,279,672,
总资产(万元),70621,65744,60221,35522,29090,35031,26606,
流动资产(万元),32531,41073,38123,14605,10585,16220,11141,
总负债(万元),10196,8551,6753,8709,6914,15619,9783,
流动负债(万元),9410,7802,6068,8522,6687,15351,9591,
股东权益不含少数股东权益(万元),60123,57193,53468,26813,22176,19412,16823,
净资产收益率加权(%),8.13,9.9,13.79,17.52,13.24,14.32,12.46,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
