报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.07,1.32,0.37,0.23,0.12,0.17,0.21,
每股净资产(元),--,--,2.83,1.64,--,1.07,0.9,
每股经营活动产生的现金流量净额(元),-0.86,2.04,--,--,--,0.5,-0.21,
主营业务收入(万元),23482,25152,5289,3813,1321,3656,4744,
主营业务利润(万元),10386,11346,2718,2108,1276,5255,6884,
营业利润(万元),7462,8915,1250,715,153,523,704,
投资收益(万元),66,171,--,--,--,--,--,
营业外收支净额(万元),47,257,85,54,248,46,18,
利润总额(万元),7509,9172,1335,769,401,569,722,
净利润(万元),6443,7894,1167,687,369,510,643,
净利润(扣除非经常性损益后)(万元),6309,7475,1044,640,--,471,628,
经营活动产生的现金流量净额(万元),-5162,12265,1897,33,1054,1515,-619,
现金及现金等价物净增加额(万元),-5572,3626,1771,950,625,-40,197,
总资产(万元),34968,30201,14218,10425,4830,4163,7052,
流动资产(万元),21952,19622,8589,5928,2232,2216,5028,
总负债(万元),12296,13199,4987,5328,1409,958,4358,
流动负债(万元),11655,12850,3871,4128,1409,958,4330,
股东权益不含少数股东权益(万元),22672,17003,9231,5097,3421,3204,2694,
净资产收益率加权(%),32.63,60.46,20.4,18.24,11,17.3,25.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
