报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.35,0.31,0.27,0.25,0.42,0.52,0.75,0.69,0.81,0.7,0.58,--,0.35,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.7,4.25,4.22,2.73,2.16,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.27,-0.87,0.05,0.26,-0.56,--,--,
主营业务收入(万元),9182931,8311673,6367833,4773877,4092534,4124147,4478976,3405410,2874479,2313413,1276701,888456,836877,699966,606758,
主营业务利润(万元),2102159,1924454,1420313,962588,822086,817924,840369,665430,678494,504722,319954,210710,181249,130191,123964,
营业利润(万元),794528,656872,397351,317950,250199,295105,326470,309357,358157,294979,222415,145112,70743,17557,25464,
投资收益(万元),25988,62916,33684,64153,-1763,-2844,-3475,-714,31489,3300,7270,-3451,-597,453,-3314,
营业外收支净额(万元),-1146,-12409,8364,49703,68066,85230,72903,86041,108844,90675,41856,33296,16967,11750,9662,
利润总额(万元),793382,644463,405714,367653,318265,380335,399372,395398,467001,385653,264271,178408,87710,29307,35126,
净利润(万元),369358,326045,283666,268665,201745,242272,321518,296509,342864,270199,188717,130759,62452,12090,17531,
净利润(扣除非经常性损益后)(万元),320491,290334,209011,215207,125379,166956,255420,191807,200903,199395,128240,47459,31217,--,--,
经营活动产生的现金流量净额(万元),952168,-504263,-1185452,350375,-65264,-615617,-55984,431076,-113578,-335600,19175,73700,-101573,44954,76607,
现金及现金等价物净增加额(万元),180750,60596,-519670,689720,473385,61324,230879,-156877,9588,-124124,420519,22939,18000,42765,11060,
总资产(万元),28212376,26827609,23220748,20839712,13074670,11568497,9883955,8316180,7691296,6122137,4181215,2578430,2197958,1515170,1250188,
流动资产(万元),17449586,16915794,14358926,11947873,8933563,7501881,6015723,4710188,4470192,3325453,2197892,1107015,1088828,808978,590372,
总负债(万元),19959241,18906159,16228967,14548761,8856483,7943758,6881424,5813711,5519734,4289204,2362033,1729676,1748187,1248205,1048730,
流动负债(万元),12770636,12920233,11043436,9496419,6518657,5951366,5205997,4346295,3938596,2767354,1432337,1336596,1503413,1055423,894788,
股东权益不含少数股东权益(万元),6113120,5766547,5116285,4420049,3808297,3110727,2628014,2290390,2015378,1644729,1632919,763574,388312,243709,184092,
净资产收益率加权(%),6.22,6.06,6.26,6.69,6.24,8.24,12.35,13.82,18.16,15.78,16.72,21.84,17.47,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
