报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.05,0.18,0.19,0.25,0.72,1.41,1.18,1.02,1.14,0.78,0.43,
每股净资产(元),--,--,--,--,--,2.67,3.76,3.88,2.86,2.32,1.62,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,1.28,0.85,0.69,0.66,0.71,-0.09,
主营业务收入(万元),13810,20200,19931,21133,20316,20262,18452,15588,16401,15172,10358,
主营业务利润(万元),6474,10799,10811,11618,11498,11184,9995,8000,8475,8177,5749,
营业利润(万元),2664,7637,7921,7728,7792,7134,6682,5142,5679,5378,2972,
投资收益(万元),1117,371,447,563,488,145,225,227,--,--,--,
营业外收支净额(万元),0,-3,23,2940,1290,2416,1444,988,1154,107,158,
利润总额(万元),2664,7634,7944,10669,9082,9549,8127,6130,6833,5485,3131,
净利润(万元),2285,6517,6864,9068,7998,8450,7091,6140,6844,4685,2552,
净利润(扣除非经常性损益后)(万元),1186,6180,6444,7494,7362,7333,6615,5709,6341,4594,3282,
经营活动产生的现金流量净额(万元),5463,8094,1938,8039,4605,7682,5124,4125,3943,4244,-521,
现金及现金等价物净增加额(万元),-129,38007,-11154,1425,15515,-5979,-2582,4321,-103,3644,-3162,
总资产(万元),82416,84536,61725,58281,51619,22380,29072,28114,20810,17503,11650,
流动资产(万元),67575,72038,50384,52592,49404,20006,26643,25635,18175,15150,9297,
总负债(万元),10886,19405,5488,5309,5916,6341,6484,4817,3653,3590,1932,
流动负债(万元),3558,5563,5488,5284,5916,6341,5914,4460,3566,3506,1863,
股东权益不含少数股东权益(万元),71530,65131,56236,52972,45704,16039,22588,23297,17157,13913,9718,
净资产收益率加权(%),3.53,11.29,12.57,18.38,24.48,41.09,31.18,30.36,42.42,39.79,26.72,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
