报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),1.52,1.02,0.43,0.24,0.02,0.04,0.03,1.1,0.58,0.23,0.16,0.12,0.12,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.02,5.5,5.33,5.24,5.11,4.94,4.89,4.84,4.79,4.76,4.72,4.91,3.91,3.93,2.49,1.79,2.27,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.02,0.41,0.3,0.81,-0.66,0.01,0.35,0.21,0.12,0.12,0.15,0.32,0.62,0.25,--,--,--,
主营业务收入(万元),265012,221230,163844,146158,115614,144498,141859,195946,126922,89460,72343,87102,90006,81109,81397,80353,74580,84777,85828,94091,84616,82127,85189,80039,27530,
主营业务利润(万元),166767,128810,99755,77214,45327,56738,69598,99546,55063,32807,26312,36152,29668,19924,15488,15668,15180,14008,15733,24968,23872,23502,19153,11004,5232,
营业利润(万元),71196,44234,20185,18055,2716,3218,4810,49604,26420,10678,6128,7834,6707,650,2448,1456,1279,2361,3753,11885,12126,15326,19543,11244,5433,
投资收益(万元),514,178,-11,-900,1493,1918,477,1977,670,-49,1102,543,749,270,-123,-14,-122,71,28,0,21,86,2203,66,6,
营业外收支净额(万元),-493,-166,228,316,559,287,137,81,226,-954,69,-401,--,1604,-5,687,969,-34,52,117,255,0,0,0,--,
利润总额(万元),70703,44068,20413,18371,3275,3504,4947,49685,26645,9725,6197,7433,6852,2524,2319,2130,2125,2398,3833,12803,12402,15448,21721,12366,5448,
净利润(万元),50791,34178,14357,8020,713,1339,1177,36986,19521,7648,5379,4148,4135,1994,1468,1377,1205,1025,3086,10649,10163,12928,18463,10097,5723,
净利润(扣除非经常性损益后)(万元),50661,29473,13491,7800,241,1111,1041,36944,19339,6420,5487,4422,3985,-1127,919,187,113,1017,3042,9732,9886,--,--,--,--,
经营活动产生的现金流量净额(万元),66760,44318,42559,23029,12081,-14797,10412,40105,-34252,13799,10214,27200,-22134,249,11674,7128,4030,3898,5008,10865,18376,7565,--,--,--,
现金及现金等价物净增加额(万元),57311,-28476,53062,23332,2219,14072,-7905,-5999,-31865,25828,9783,4899,5405,11164,-3097,-158,-4234,-19124,-7746,25046,2946,5303,--,--,--,
总资产(万元),577651,484236,469894,396510,376132,367884,340790,346332,326621,318988,285411,274733,276333,251974,219131,208468,207933,206778,200637,205913,163895,161578,121531,106238,67201,
流动资产(万元),446266,364660,376836,283559,259495,250681,225849,230142,214447,202660,151876,137495,134679,113146,117800,118073,112664,--,0,0,72379,71046,66225,58255,38629,
总负债(万元),253607,212761,204407,163978,151549,143339,116909,112498,123701,133565,105145,97653,103402,85027,53616,44576,45710,45821,40774,40275,47200,44319,55836,58558,42246,
流动负债(万元),249074,207532,199147,163651,151199,143014,116656,112478,123683,123050,94590,97605,103330,85002,53433,44393,45557,--,0,0,43050,43689,53904,56058,33883,
股东权益不含少数股东权益(万元),303806,251604,248396,232532,224583,224545,223881,233834,202920,185423,179799,176612,172464,166478,164959,163382,161716,160458,159368,165638,116695,117259,65695,47232,24925,
净资产收益率加权(%),18.07,12.87,5.99,3.51,0.32,0.6,0.51,16.94,10.05,4.19,3,2.38,2.4,1.2,0.89,0.85,0.75,0.64,1.96,8.5,0,14.73,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
