报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.32,0.45,0.6,0.36,0.47,0.42,0.35,0.14,0.05,0.06,0.04,0.04,0.03,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.04,2.99,2.93,2.89,2.85,2.83,3.31,3.28,3.23,3.54,1.17,1.11,1.25,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.55,0.71,0.33,0.4,0.46,0.25,0.32,0.34,-0.08,0.37,0,0,0,
主营业务收入(万元),31873,34766,34476,31712,30528,29012,25244,20914,15738,12622,11643,11023,10906,9517,7795,7028,3637,6901,6802,6532,6037,
主营业务利润(万元),18855,22325,20113,17992,15661,14709,12543,10343,8029,5814,5161,4897,3577,1612,2741,2467,108,4934,4770,4531,4308,
营业利润(万元),6082,9340,8032,5928,5870,5367,3807,1069,-218,216,580,-164,-515,-4321,50,345,-2911,3149,3495,3288,3509,
投资收益(万元),-353,-652,-324,50,512,7,-2,0,851,878,1014,406,1420,-6,131,-3,0,0,0,0,0,
营业外收支净额(万元),-366,-1107,-89,-1246,18,-227,1059,380,-5,191,82,449,--,-18,-13,7,-68,1,0,0,0,
利润总额(万元),5716,8233,7943,4683,5888,5140,4867,1449,-224,407,662,285,-96,-4242,167,349,-2979,3150,3376,3278,3018,
净利润(万元),4176,5766,5546,3355,4299,3851,3253,1258,464,523,362,364,289,-3937,306,408,-2867,2206,2313,2260,2106,
净利润(扣除非经常性损益后)(万元),4280,4087,4862,3876,3511,4021,2657,954,-92,-270,12,-81,-1246,-4023,44,400,-2799,2206,0,0,0,
经营活动产生的现金流量净额(万元),9307,11303,10496,8834,11737,10200,14511,7613,5030,6548,3072,3668,4267,2319,2923,3141,-769,3355,3039,0,0,
现金及现金等价物净增加额(万元),-2478,4077,-28745,27751,36,-5694,3873,2128,4460,-1766,6612,-1367,-217,-2835,-5360,1097,-12859,18693,-321,0,0,
总资产(万元),218481,179558,116355,102039,64238,67592,73755,70811,60047,59689,65226,60095,60623,65496,62558,51027,38520,38263,12237,12178,8686,
流动资产(万元),33886,33382,32809,51190,13216,14345,19581,17236,15011,13300,18166,9749,9351,8744,11307,15614,12321,--,6637,0,0,
总负债(万元),132550,100565,52220,41648,23266,28872,38932,40257,31616,30665,35838,30910,32998,37369,29783,18417,8388,5671,5235,5523,1180,
流动负债(万元),69888,79119,47721,29520,13829,15077,22657,25709,30916,30665,35238,26610,25188,26532,17783,13417,8388,--,5235,0,0,
股东权益不含少数股东权益(万元),55114,50458,43853,40147,38632,35713,31862,28876,27938,27474,26932,26570,26206,26001,30423,30152,29695,32562,7002,6655,7506,
净资产收益率加权(%),7.86,12.34,13.3,8.62,11.71,11.4,10.71,4.44,1.68,1.91,1.35,1.38,1.11,-13.85,1.01,1.36,-9.08,12.24,29.61,26.17,29.86,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
