报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.94,0.72,0.59,0.42,0.67,0.44,0.35,0.05,
每股净资产(元),--,3.59,2.99,2.55,4.89,2.67,2.23,1.88,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.05,0.02,
主营业务收入(万元),32082,26879,23539,17523,15435,11760,8746,5078,
主营业务利润(万元),19398,16044,14044,10212,8279,5376,4657,2150,
营业利润(万元),14105,10833,9206,6349,4870,2935,2397,300,
投资收益(万元),--,--,--,--,--,--,--,--,
营业外收支净额(万元),308,119,6,157,64,212,30,27,
利润总额(万元),14414,10953,9212,6506,4934,3146,2426,327,
净利润(万元),12390,9515,7820,5577,4250,2670,2083,294,
净利润(扣除非经常性损益后)(万元),12040,9321,7723,5443,4185,2458,2058,271,
经营活动产生的现金流量净额(万元),7834,782,5390,2026,2980,3348,-289,124,
现金及现金等价物净增加额(万元),46520,-2193,1153,-580,14713,2092,-372,-15,
总资产(万元),121908,62780,51783,46557,40212,21190,18785,14750,
流动资产(万元),112648,57916,48461,43208,38163,19295,17844,13842,
总负债(万元),18171,15189,12132,10615,7880,5159,5425,3473,
流动负债(万元),18098,15013,11848,10224,7433,4856,4950,3193,
股东权益不含少数股东权益(万元),103645,47492,39548,35807,32332,16030,13361,11277,
净资产收益率加权(%),23.58,21.96,21.13,16.57,17.57,17.95,16.91,2.64,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
