报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.3,0.27,0.25,0.19,0.23,0.37,0.4,0.33,0.93,0.93,0.3,0.4,0.81,
每股净资产(元),--,--,--,--,--,--,--,4.2,7.82,2.92,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.24,0.51,0.19,0.28,0.53,
主营业务收入(万元),979057,846384,773894,571405,483339,478380,346157,364914,370796,280012,129816,160123,110281,
主营业务利润(万元),384048,361738,308830,239352,162141,136939,106776,100707,106148,88363,31341,42912,35771,
营业利润(万元),284082,262360,248317,174718,87462,82438,55295,45510,57718,44413,10542,18662,20512,
投资收益(万元),63979,56847,54634,37651,21055,21839,-893,-4700,-1646,-121,498,938,146,
营业外收支净额(万元),-3495,-1721,-2682,5697,6702,4072,6511,6646,8159,7239,7033,2237,160,
利润总额(万元),280587,260638,245635,180414,94163,86510,61806,52156,65877,51652,17575,20899,20672,
净利润(万元),249173,228482,214809,158392,83986,76502,51221,42260,57905,48608,15360,21050,16155,
净利润(扣除非经常性损益后)(万元),240228,224881,215436,156709,82737,75675,49562,39769,52577,45621,12565,17811,15885,
经营活动产生的现金流量净额(万元),265081,327863,231706,204111,130735,95492,8882,23531,15479,26405,9705,14570,27471,
现金及现金等价物净增加额(万元),38106,-18170,15624,-347105,374266,-3815,-6211,-64097,86055,12137,-7864,9454,1173,
总资产(万元),3154794,2455081,2238411,1803194,2047707,1224403,968792,790300,712934,458187,393677,295119,238029,
流动资产(万元),382243,250930,252891,430093,625433,291900,175442,170198,236398,93027,51631,71411,61418,
总负债(万元),1197454,800320,647775,435494,826193,573261,379462,249415,208562,302983,287208,206344,170699,
流动负债(万元),738105,541284,462045,206157,496356,392720,187801,99182,70015,61224,92020,92344,75699,
股东权益不含少数股东权益(万元),1892413,1639776,1574875,1366889,1220660,648634,585765,537547,500562,151597,102941,87492,66032,
净资产收益率加权(%),14.12,13.8,14.63,12.21,12.22,12.32,9.15,8.1,13.67,38.2,16.14,27.5,29.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
