报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.13,0.18,0.1,0.28,0.35,0.96,1.37,1.26,1.19,0.85,0.71,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,1.69,1.86,0.75,0.54,
主营业务收入(万元),71491,96730,78255,64312,64406,83264,84079,81052,86558,69759,47785,
主营业务利润(万元),13253,16815,11803,12454,12118,19491,20280,19347,18090,13202,9486,
营业利润(万元),3794,5294,1746,5017,6226,10642,11552,10738,9977,6263,4860,
投资收益(万元),257,-1803,116,103,0,265,1,--,--,245,0,
营业外收支净额(万元),-103,-127,-35,189,165,216,379,227,288,-165,348,
利润总额(万元),3691,5167,1711,5207,6391,10858,11931,10965,10264,6098,5208,
净利润(万元),3325,4669,1593,4531,5562,9393,10283,9473,8873,5108,4266,
净利润(扣除非经常性损益后)(万元),3053,5957,1275,4280,5371,8945,9904,9254,8617,5910,3939,
经营活动产生的现金流量净额(万元),7387,6895,4944,3831,13197,-247,12058,12707,13815,4470,3255,
现金及现金等价物净增加额(万元),-5469,-3701,-2185,-6021,-791,13551,1694,-1290,4257,454,-115,
总资产(万元),113649,120207,111855,103814,101672,105199,66541,59360,57820,41284,37225,
流动资产(万元),39463,50962,49660,47672,49066,55111,32927,32367,31734,28278,22633,
总负债(万元),17322,24656,20951,12892,12881,18127,18819,19057,25596,23990,23146,
流动负债(万元),16516,23883,20046,12208,12618,17898,18819,19005,24565,21882,23146,
股东权益不含少数股东权益(万元),96328,95551,90904,90921,88790,87072,47722,40303,32224,17295,13980,
净资产收益率加权(%),3.47,5.01,1.76,5.06,6.35,11.54,23.94,26.53,32.07,35,33.39,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
