报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.05,-0.31,-0.1,0.06,-0.48,0.02,-0.31,0.03,-0.43,0.02,0.02,0.01,0.03,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,0.81,1.24,1.53,1.52,1.52,1.47,2.2,2.19,2.19,2.36,3.04,2.41,2.13,3.8,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.01,0.06,0.06,-0,0.02,0.02,0.09,-0.26,-0.29,0.1,0.05,0.15,0.27,-0.29,--,--,--,
主营业务收入(万元),170251,172882,185291,176677,177628,200494,215662,254283,276237,269788,247863,205107,221513,185572,133755,95217,117355,121965,138750,131042,125347,124672,153968,147832,129422,
主营业务利润(万元),16211,15479,18300,16372,7928,10931,4635,1990,-724,14435,28990,31293,33081,18920,16864,15656,13856,23339,32197,35691,25040,18513,9389,9776,6176,
营业利润(万元),3749,-38699,-14899,-27241,-86660,-24005,-34393,-27554,-51006,-23410,912,506,3070,2288,309,42,-10310,6451,16982,23630,17733,11256,9389,9804,6213,
投资收益(万元),21734,-5353,-1934,-1395,-965,2302,-3439,-604,-1989,268,678,-87,25,7,1574,-2,-2829,-3612,-1880,-455,1133,158,1937,-1070,760,
营业外收支净额(万元),1338,-271,1200,29351,-621,25656,246,30345,4792,25627,651,579,868,-158,-1177,429,-356,252,-336,202,14,0,0,0,0,
利润总额(万元),5087,-38970,-13699,2110,-87281,1651,-34147,2791,-46214,2218,1563,1085,3938,2136,706,469,-13495,3091,14765,23377,23066,16901,11500,8753,7325,
净利润(万元),6923,-33253,-10343,6525,-50849,2387,-32599,3657,-45902,1758,1731,1248,2784,2136,972,460,-14538,1932,14541,17182,16857,12033,10066,5511,5159,
净利润(扣除非经常性损益后)(万元),-26191,-31988,-17474,-15484,-50227,-26572,-32844,-26316,-50693,-23830,1240,854,2149,-2800,-2127,-1828,-15250,1763,14282,16980,12657,--,--,--,--,
经营活动产生的现金流量净额(万元),-9591,-2410,-3128,-3021,515,-3871,7116,2785,1442,6650,6631,-27,2582,2310,8319,-23408,-25547,8513,3714,8905,16203,-8843,--,--,--,
现金及现金等价物净增加额(万元),101613,2337,-1551,813,-1280,-367,-859,2097,1268,-3919,3492,-610,1054,-6399,-2690,-36036,-35682,-6118,38711,19287,-16624,40962,--,--,--,
总资产(万元),215266,170854,188923,207551,224554,263626,260375,281394,294852,327672,360023,348327,379831,384182,427508,448768,465299,460838,432562,310171,251892,177031,102005,88125,72513,
流动资产(万元),155536,61268,57870,64445,72604,136329,120319,131029,136378,159799,193099,174491,201849,195972,257652,253320,257830,--,0,176533,135931,117276,57014,44374,25961,
总负债(万元),207909,220346,200001,204568,223353,207761,204983,192176,209424,196029,197230,187265,218459,228221,231226,252952,269313,250636,226057,165449,124352,63078,71129,61355,47727,
流动负债(万元),203330,215174,197726,202071,219871,205887,202168,189352,204508,192149,195230,187265,213219,217781,205294,222540,229949,--,0,105055,91539,56078,64129,54355,47727,
股东权益不含少数股东权益(万元),31093,-29839,3414,13758,9135,59984,58379,90657,86000,131901,162793,161063,161364,155961,194477,193721,193896,208438,206506,144721,127539,113953,30876,26770,24785,
净资产收益率加权(%),--,0,-120.47,57,-147,4.05,-43.84,4.16,-42.13,1.34,1.07,0.78,1.74,1.11,0.5,0.24,-7.23,0.93,6.81,12.62,0,16.25,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
